Fecha,Pais,ZonaContinente,Poblacion,Confirmados,Muertos,Recuperados,Activos,NuevosConfirmados,NuevosMuertos,NuevosRecuperados,NuevosActivos,Observaciones
13/04/2020,USA,North America,331002651,587155,23644,36948,526563,0,0,0,0,NULL
13/04/2020,Spain,Europe,46754778,170099,17756,64727,87616,0,0,0,0,NULL
13/04/2020,Italy,Europe,60461826,159516,20465,35435,103616,0,0,0,0,NULL
13/04/2020,France,Europe,65273511,136779,14967,27718,94094,0,0,0,0,NULL
13/04/2020,Germany,Europe,83783942,130072,3194,64300,62578,0,0,0,0,NULL
13/04/2020,UK,Europe,67886011,88621,11329,0,77292,0,0,0,0,NULL
13/04/2020,China,Asia,1439323776,82249,3341,77738,1170,0,0,0,0,NULL
13/04/2020,Iran,Asia,83992949,73303,4585,45983,22735,0,0,0,0,NULL
13/04/2020,Turkey,Asia,84339067,61049,1296,3957,55796,0,0,0,0,NULL
13/04/2020,Belgium,Europe,11589623,30589,3903,6707,19979,0,0,0,0,NULL
13/04/2020,Netherlands,Europe,17134872,26551,2823,250,23478,0,0,0,0,NULL
13/04/2020,Switzerland,Europe,8654622,25688,1138,13700,10850,0,0,0,0,NULL
13/04/2020,Canada,North America,37742154,25680,780,7756,17144,0,0,0,0,NULL
13/04/2020,Brazil,South America,212559417,23723,1355,2971,19397,0,0,0,0,NULL
13/04/2020,Russia,Europe,145934462,18328,148,1470,16710,0,0,0,0,NULL
13/04/2020,Portugal,Europe,10196709,16934,535,277,16122,0,0,0,0,NULL
13/04/2020,Austria,Europe,9006398,14041,368,7343,6330,0,0,0,0,NULL
13/04/2020,Israel,Asia,8655535,11586,116,1855,9615,0,0,0,0,NULL
13/04/2020,Sweden,Europe,10099265,10948,919,381,9648,0,0,0,0,NULL
13/04/2020,Ireland,Europe,4937786,10647,365,25,10257,0,0,0,0,NULL
13/04/2020,S. Korea,Asia,51269185,10564,222,7534,2808,0,0,0,0,NULL
13/04/2020,India,Asia,1380004385,10453,358,1181,8914,0,0,0,0,NULL
13/04/2020,Peru,South America,32971854,9784,216,2642,6926,0,0,0,0,NULL
13/04/2020,Japan,Asia,126476461,7645,143,799,6703,0,0,0,0,NULL
13/04/2020,Ecuador,South America,17643054,7529,355,597,6577,0,0,0,0,NULL
13/04/2020,Chile,South America,19116201,7525,82,2367,5076,0,0,0,0,NULL
13/04/2020,Poland,Europe,37846611,6934,245,487,6202,0,0,0,0,NULL
13/04/2020,Romania,Europe,19237691,6633,331,914,5388,0,0,0,0,NULL
13/04/2020,Norway,Europe,5421241,6605,134,32,6439,0,0,0,0,NULL
13/04/2020,Australia,Australia/Oceania,25499884,6394,61,3494,2839,0,0,0,0,NULL
13/04/2020,Denmark,Europe,5792202,6318,285,2235,3798,0,0,0,0,NULL
13/04/2020,Czechia,Europe,10708981,6059,143,519,5397,0,0,0,0,NULL
13/04/2020,Pakistan,Asia,220892340,5707,96,1097,4514,0,0,0,0,NULL
13/04/2020,Mexico,North America,128932753,5014,332,1964,2718,0,0,0,0,NULL
13/04/2020,Saudi Arabia,Asia,34813871,4934,65,805,4064,0,0,0,0,NULL
13/04/2020,Philippines,Asia,109581078,4932,315,242,4375,0,0,0,0,NULL
13/04/2020,Malaysia,Asia,32365999,4817,77,2276,2464,0,0,0,0,NULL
13/04/2020,Indonesia,Asia,273523615,4557,399,380,3778,0,0,0,0,NULL
13/04/2020,UAE,Asia,9890402,4521,25,852,3644,0,0,0,0,NULL
13/04/2020,Serbia,Europe,8737371,4054,85,400,3569,0,0,0,0,NULL
13/04/2020,Panama,Central America,4314767,3472,94,61,3317,0,0,0,0,NULL
13/04/2020,Luxembourg,Europe,625978,3292,69,500,2723,0,0,0,0,NULL
13/04/2020,Qatar,Asia,2881053,3231,7,334,2890,0,0,0,0,NULL
13/04/2020,Dominican Republic,Antilles,10847910,3167,177,152,2838,0,0,0,0,NULL
13/04/2020,Ukraine,Europe,43733762,3102,93,97,2912,0,0,0,0,NULL
13/04/2020,Finland,Europe,5540720,3064,59,300,2705,0,0,0,0,NULL
13/04/2020,Belarus,Europe,9449323,2919,29,203,2687,0,0,0,0,NULL
13/04/2020,Singapore,Asia,5850342,2918,9,586,2323,0,0,0,0,NULL
13/04/2020,Colombia,South America,50882891,2852,112,319,2421,0,0,0,0,NULL
13/04/2020,Thailand,Asia,69799978,2579,40,1288,1251,0,0,0,0,NULL
13/04/2020,Argentina,South America,45195774,2277,98,515,1664,0,0,0,0,NULL
13/04/2020,South Africa,Africa,59308690,2272,27,410,1835,0,0,0,0,NULL
13/04/2020,Egypt,Africa,102334404,2190,164,589,1437,0,0,0,0,NULL
13/04/2020,Greece,Europe,10423054,2145,99,269,1777,0,0,0,0,NULL
13/04/2020,Algeria,Africa,43851044,1983,313,601,1069,0,0,0,0,NULL
13/04/2020,Morocco,Africa,36910560,1763,126,203,1434,0,0,0,0,NULL
13/04/2020,Moldova,Europe,4033963,1712,35,107,1570,0,0,0,0,NULL
13/04/2020,Iceland,Europe,341243,1711,8,933,770,0,0,0,0,NULL
13/04/2020,Croatia,Europe,4105267,1650,25,400,1225,0,0,0,0,NULL
13/04/2020,Hungary,Europe,9660351,1458,109,120,1229,0,0,0,0,NULL
13/04/2020,Iraq,Asia,40222493,1378,78,717,583,0,0,0,0,NULL
13/04/2020,New Zealand,Australia/Oceania,4822233,1366,NULL,NULL,1366,0,0,0,0,NULL
13/04/2020,Bahrain,Asia,1701575,1361,6,591,764,0,0,0,0,NULL
13/04/2020,Estonia,Europe,1326535,1332,28,102,1202,0,0,0,0,NULL
13/04/2020,Kuwait,Asia,4270571,1300,2,150,1148,0,0,0,0,NULL
13/04/2020,Slovenia,Europe,2078938,1212,55,152,1005,0,0,0,0,NULL
13/04/2020,Azerbaijan,Asia,10139177,1148,12,289,847,0,0,0,0,NULL
13/04/2020,Kazakhstan,Asia,18776707,1091,14,138,939,0,0,0,0,NULL
13/04/2020,Lithuania,Europe,2722289,1062,24,101,937,0,0,0,0,NULL
13/04/2020,Armenia,Asia,2963243,1039,14,211,814,0,0,0,0,NULL
13/04/2020,Bosnia,Europe,3280819,1037,39,206,792,0,0,0,0,NULL
13/04/2020,Hong Kong,Asia,7496981,1010,4,397,609,0,0,0,0,NULL
13/04/2020,Uzbekistan,Asia,33469203,998,4,85,909,0,0,0,0,NULL
13/04/2020,Macedonia,Europe,2083374,854,38,44,772,0,0,0,0,NULL
13/04/2020,Cameroon,Africa,26545863,848,12,98,738,0,0,0,0,NULL
13/04/2020,Bangladesh,Asia,164689383,803,39,42,722,0,0,0,0,NULL
13/04/2020,Slovakia,Europe,5459642,769,2,107,660,0,0,0,0,NULL
13/04/2020,Oman,Asia,5106626,727,4,124,599,0,0,0,0,NULL
13/04/2020,Cuba,Antilles,11326616,726,21,121,584,0,0,0,0,NULL
13/04/2020,Tunisia,Africa,11818619,726,34,43,649,0,0,0,0,NULL
13/04/2020,Diamond Princess,Asia,0,712,12,639,61,0,0,0,0,NULL
13/04/2020,Bulgaria,Europe,6948445,685,32,71,582,0,0,0,0,NULL
13/04/2020,Afghanistan,Asia,38928346,665,21,32,612,0,0,0,0,NULL
13/04/2020,Cyprus,Asia,1207359,662,12,65,585,0,0,0,0,NULL
13/04/2020,Latvia,Europe,1886198,655,5,16,634,0,0,0,0,NULL
13/04/2020,Andorra,Europe,77265,646,29,128,489,0,0,0,0,NULL
13/04/2020,Lebanon,Asia,6825445,632,20,80,532,0,0,0,0,NULL
13/04/2020,Côte d'Ivoire,Africa,26378274,626,6,89,531,0,0,0,0,NULL
13/04/2020,Costa Rica,Central America,5094118,612,3,62,547,0,0,0,0,NULL
13/04/2020,Ghana,Africa,31072940,566,8,4,554,0,0,0,0,NULL
13/04/2020,Niger,Africa,24206644,548,13,86,449,0,0,0,0,NULL
13/04/2020,Burkina Faso,Africa,20903273,515,27,161,327,0,0,0,0,NULL
13/04/2020,Uruguay,South America,3473730,483,8,248,227,0,0,0,0,NULL
13/04/2020,Albania,Europe,2877797,467,23,232,212,0,0,0,0,NULL
13/04/2020,Channel Islands,Europe,173863,436,9,48,379,0,0,0,0,NULL
13/04/2020,Kyrgyzstan,Asia,6524195,419,5,67,347,0,0,0,0,NULL
13/04/2020,Honduras,Central America,9904607,397,25,7,365,0,0,0,0,NULL
13/04/2020,Taiwan,Asia,23816775,393,6,114,273,0,0,0,0,NULL
13/04/2020,Jordan,Asia,10203134,391,7,215,169,0,0,0,0,NULL
13/04/2020,Réunion,Africa,895312,391,0,40,351,0,0,0,0,NULL
13/04/2020,Malta,Europe,441543,384,3,44,337,0,0,0,0,NULL
13/04/2020,San Marino,Europe,33931,371,36,53,282,0,0,0,0,NULL
13/04/2020,Bolivia,South America,11673021,354,28,6,320,0,0,0,0,NULL
13/04/2020,Nigeria,Africa,206139589,343,10,91,242,0,0,0,0,NULL
13/04/2020,Mauritius,Africa,1271768,324,9,42,273,0,0,0,0,NULL
13/04/2020,Guinea,Africa,13132795,319,0,17,302,0,0,0,0,NULL
13/04/2020,Palestine,Asia,5101414,308,2,58,248,0,0,0,0,NULL
13/04/2020,Djibouti,Africa,988000,298,2,41,255,0,0,0,0,NULL
13/04/2020,Senegal,Africa,16743927,291,2,178,111,0,0,0,0,NULL
13/04/2020,Montenegro,Europe,628066,274,3,5,266,0,0,0,0,NULL
13/04/2020,Georgia,Asia,3989167,272,3,68,201,0,0,0,0,NULL
13/04/2020,Vietnam,Asia,97338579,265,0,155,110,0,0,0,0,NULL
13/04/2020,Isle of Man,Europe,85033,242,2,131,109,0,0,0,0,NULL
13/04/2020,DRC,Africa,89561403,235,20,17,198,0,0,0,0,NULL
13/04/2020,Sri Lanka,Asia,21413249,218,7,56,155,0,0,0,0,NULL
13/04/2020,Kenya,Africa,53771296,208,9,40,159,0,0,0,0,NULL
13/04/2020,Mayotte,Africa,272815,207,3,59,145,0,0,0,0,NULL
13/04/2020,Venezuela,South America,28435940,189,9,110,70,0,0,0,0,NULL
13/04/2020,Faroe Islands,Europe,48863,184,0,157,27,0,0,0,0,NULL
13/04/2020,Guatemala,Central America,17915568,167,5,19,143,0,0,0,0,NULL
13/04/2020,Paraguay,South America,7132538,159,7,22,130,0,0,0,0,NULL
13/04/2020,Martinique,Antilles,375265,157,6,50,101,0,0,0,0,NULL
13/04/2020,Guadeloupe,Antilles,400124,145,8,67,70,0,0,0,0,NULL
13/04/2020,El Salvador,Central America,6486205,137,6,22,109,0,0,0,0,NULL
13/04/2020,Brunei,Asia,437479,136,1,107,28,0,0,0,0,NULL
13/04/2020,Gibraltar,Europe,33691,129,0,93,36,0,0,0,0,NULL
13/04/2020,Rwanda,Africa,12952218,127,0,42,85,0,0,0,0,NULL
13/04/2020,Mali,Africa,20250833,123,10,26,87,0,0,0,0,NULL
13/04/2020,Cambodia,Asia,16718965,122,0,77,45,0,0,0,0,NULL
13/04/2020,Trinidad and Tobago,Antilles,1399488,113,8,16,89,0,0,0,0,NULL
13/04/2020,Madagascar,Africa,27691018,106,0,21,85,0,0,0,0,NULL
13/04/2020,Monaco,Europe,39242,93,1,6,86,0,0,0,0,NULL
13/04/2020,Aruba,Antilles,106766,92,0,32,60,0,0,0,0,NULL
13/04/2020,French Guiana,South America,298682,86,0,51,35,0,0,0,0,NULL
13/04/2020,Liechtenstein,Europe,38128,79,1,55,23,0,0,0,0,NULL
13/04/2020,Togo,Africa,8278724,77,3,29,45,0,0,0,0,NULL
13/04/2020,Ethiopia,Africa,114963588,74,3,14,57,0,0,0,0,NULL
13/04/2020,Jamaica,Antilles,2961167,73,4,19,50,0,0,0,0,NULL
13/04/2020,Barbados,Antilles,287375,72,4,13,55,0,0,0,0,NULL
13/04/2020,Myanmar,Asia,54409800,62,4,2,56,0,0,0,0,NULL
13/04/2020,Congo,Africa,5202649,60,5,5,50,0,0,0,0,NULL
13/04/2020,Somalia,Africa,15893222,60,2,2,56,0,0,0,0,NULL
13/04/2020,Liberia,Africa,5057681,59,6,4,49,0,0,0,0,NULL
13/04/2020,Gabon,Africa,2225734,57,1,1,55,0,0,0,0,NULL
13/04/2020,Bermuda,Antilles,62278,57,5,30,22,0,0,0,0,NULL
13/04/2020,French Polynesia,Australia/Oceania,280908,55,0,0,55,0,0,0,0,NULL
13/04/2020,Uganda,Africa,45741007,54,0,7,47,0,0,0,0,NULL
13/04/2020,Cayman Islands,Antilles,65722,54,1,6,47,0,0,0,0,NULL
13/04/2020,Sint Maarten,Antilles,42876,52,9,5,38,0,0,0,0,NULL
13/04/2020,Tanzania,Africa,59734218,49,3,7,39,0,0,0,0,NULL
13/04/2020,Bahamas,Antilles,393244,49,8,6,35,0,0,0,0,NULL
13/04/2020,Guyana,South America,786552,47,6,8,33,0,0,0,0,NULL
13/04/2020,Macao,Asia,649335,45,0,10,35,0,0,0,0,NULL
13/04/2020,Zambia,Africa,18383955,45,2,30,13,0,0,0,0,NULL
13/04/2020,Haiti,Antilles,11402528,40,3,0,37,0,0,0,0,NULL
13/04/2020,Guinea-Bissau,Africa,1968001,38,0,0,38,0,0,0,0,NULL
13/04/2020,Benin,Africa,12123200,35,1,5,29,0,0,0,0,NULL
13/04/2020,Eritrea,Africa,3546421,34,0,0,34,0,0,0,0,NULL
13/04/2020,Saint Martin,Antilles,38666,32,2,11,19,0,0,0,0,NULL
13/04/2020,Mongolia,Asia,3278290,30,0,11,19,0,0,0,0,NULL
13/04/2020,Sudan,Africa,43849260,29,4,4,21,0,0,0,0,NULL
13/04/2020,Gambia,Africa,2416668,27,NULL,NULL,27,0,0,0,0,NULL
13/04/2020,Libyan Arab Jamahiriya,Africa,6871292,26,1,9,16,0,0,0,0,NULL
13/04/2020,Syrian Arab Republic,Asia,17500658,25,2,5,18,0,0,0,0,NULL
13/04/2020,Antigua and Barbuda,Antilles,97929,23,2,3,18,0,0,0,0,NULL
13/04/2020,Chad,Africa,16425864,23,0,2,21,0,0,0,0,NULL
13/04/2020,Mozambique,Africa,31255435,21,NULL,NULL,21,0,0,0,0,NULL
13/04/2020,Equatorial Guinea,Africa,1402985,21,0,4,17,0,0,0,0,NULL
13/04/2020,Maldives,Asia,540544,20,0,14,6,0,0,0,0,NULL
13/04/2020,Angola,Africa,32866272,19,2,4,13,0,0,0,0,NULL
13/04/2020,Lao People's Democratic Republic,Asia,7275560,19,0,0,19,0,0,0,0,NULL
13/04/2020,Belize,Central America,397628,18,2,0,16,0,0,0,0,NULL
13/04/2020,New Caledonia,Australia/Oceania,285498,18,0,1,17,0,0,0,0,NULL
13/04/2020,Zimbabwe,Africa,14862924,17,3,0,14,0,0,0,0,NULL
13/04/2020,Malawi,Africa,19129952,16,4,0,12,0,0,0,0,NULL
13/04/2020,Dominica,Antilles,71986,16,0,8,8,0,0,0,0,NULL
13/04/2020,Fiji,Australia/Oceania,896445,16,0,0,16,0,0,0,0,NULL
13/04/2020,Namibia,Africa,2540905,16,0,3,13,0,0,0,0,NULL
13/04/2020,Saint Lucia,Antilles,183627,15,0,8,7,0,0,0,0,NULL
13/04/2020,Swaziland,Africa,1384472,15,0,7,8,0,0,0,0,NULL
13/04/2020,Nepal,Asia,29136808,14,0,1,13,0,0,0,0,NULL
13/04/2020,Curaçao,Antilles,164093,14,1,8,5,0,0,0,0,NULL
13/04/2020,Grenada,Antilles,112523,14,0,0,14,0,0,0,0,NULL
13/04/2020,Botswana,Africa,2351627,13,1,0,12,0,0,0,0,NULL
13/04/2020,Saint Vincent and the Grenadines,Antilles,110940,12,0,1,11,0,0,0,0,NULL
13/04/2020,Saint Kitts and Nevis,Antilles,53199,12,0,0,12,0,0,0,0,NULL
13/04/2020,Greenland,Antilles,56770,11,0,11,0,0,0,0,0,NULL
13/04/2020,Montserrat,Antilles,4992,11,0,1,10,0,0,0,0,NULL
13/04/2020,Central African Republic,Africa,4829767,11,0,3,8,0,0,0,0,NULL
13/04/2020,Seychelles,Africa,98347,11,0,0,11,0,0,0,0,NULL
13/04/2020,Cabo Verde,Africa,555987,10,1,1,8,0,0,0,0,NULL
13/04/2020,Sierra Leone,Africa,7976983,10,0,0,10,0,0,0,0,NULL
13/04/2020,Suriname,South America,586632,10,1,6,3,0,0,0,0,NULL
13/04/2020,Turks and Caicos Islands,Antilles,38717,10,3,0,7,0,0,0,0,NULL
13/04/2020,Holy See (Vatican City State),Europe,801,8,0,2,6,0,0,0,0,NULL
13/04/2020,Mauritania,Africa,4649658,7,1,2,4,0,0,0,0,NULL
13/04/2020,Western Sahara,Africa,597339,6,0,0,6,0,0,0,0,NULL
13/04/2020,St. Barth,Antilles,9872,6,0,4,2,0,0,0,0,NULL
13/04/2020,Bhutan,Asia,771608,5,0,2,3,0,0,0,0,NULL
13/04/2020,Falkland Islands (Malvinas),Europe,3480,5,0,1,4,0,0,0,0,NULL
13/04/2020,Burundi,Africa,11890784,5,1,0,4,0,0,0,0,NULL
13/04/2020,Sao Tome and Principe,Africa,219159,4,0,0,4,0,0,0,0,NULL
13/04/2020,South Sudan,Africa,11193725,4,0,0,4,0,0,0,0,NULL
13/04/2020,Timor-Leste,Asia,1318445,4,0,1,3,0,0,0,0,NULL
13/04/2020,Anguilla,Antilles,15003,3,0,1,2,0,0,0,0,NULL
13/04/2020,Caribbean Netherlands,Antilles,25987,3,0,0,3,0,0,0,0,NULL
13/04/2020,British Virgin Islands,Antilles,30231,3,0,2,1,0,0,0,0,NULL
13/04/2020,Papua New Guinea,Australia/Oceania,8947024,2,0,0,2,0,0,0,0,NULL
13/04/2020,Yemen,Asia,29825964,1,0,0,1,0,0,0,0,NULL
13/04/2020,Saint Pierre Miquelon,Antilles,5794,1,0,0,1,0,0,0,0,NULL
13/04/2020,Nicaragua,Central America,6624554,NULL,9,628,-637,0,0,0,0,NULL
13/04/2020,MS Zaandam,Europe,0,NULL,0,4,-4,0,0,0,0,NULL
14/04/2020,USA,North America,331002651,603496,25195,38144,540157,0,0,0,0,NULL
14/04/2020,Spain,Europe,46754778,172541,18056,67504,86981,0,0,0,0,NULL
14/04/2020,Italy,Europe,60461826,162488,21067,37130,104291,0,0,0,0,NULL
14/04/2020,France,Europe,65273511,143303,15729,28805,98769,0,0,0,0,NULL
14/04/2020,Germany,Europe,83783942,131170,3272,68200,59698,0,0,0,0,NULL
14/04/2020,UK,Europe,67886011,93873,12107,0,81766,0,0,0,0,NULL
14/04/2020,China,Asia,1439323776,82249,3341,77738,1170,0,0,0,0,NULL
14/04/2020,Iran,Asia,83992949,74877,4683,48129,22065,0,0,0,0,NULL
14/04/2020,Turkey,Asia,84339067,65111,1403,4799,58909,0,0,0,0,NULL
14/04/2020,Belgium,Europe,11589623,31119,4157,6868,20094,0,0,0,0,NULL
14/04/2020,Netherlands,Europe,17134872,27419,2945,250,24224,0,0,0,0,NULL
14/04/2020,Canada,North America,37742154,26897,898,8172,17827,0,0,0,0,NULL
14/04/2020,Switzerland,Europe,8654622,25936,1174,13700,11062,0,0,0,0,NULL
14/04/2020,Brazil,South America,212559417,24232,1378,3046,19808,0,0,0,0,NULL
14/04/2020,Russia,Europe,145934462,21102,170,1694,19238,0,0,0,0,NULL
14/04/2020,Portugal,Europe,10196709,17448,567,347,16534,0,0,0,0,NULL
14/04/2020,Austria,Europe,9006398,14224,384,7633,6207,0,0,0,0,NULL
14/04/2020,Israel,Asia,8655535,12046,123,2195,9728,0,0,0,0,NULL
14/04/2020,India,Asia,1380004385,11487,393,1359,9735,0,0,0,0,NULL
14/04/2020,Ireland,Europe,4937786,11479,406,25,11048,0,0,0,0,NULL
14/04/2020,Sweden,Europe,10099265,11445,1033,381,10031,0,0,0,0,NULL
14/04/2020,S. Korea,Asia,51269185,10564,222,7534,2808,0,0,0,0,NULL
14/04/2020,Peru,South America,32971854,10303,230,2642,7431,0,0,0,0,NULL
14/04/2020,Chile,South America,19116201,7917,92,2646,5179,0,0,0,0,NULL
14/04/2020,Japan,Asia,126476461,7645,143,799,6703,0,0,0,0,NULL
14/04/2020,Ecuador,South America,17643054,7603,355,696,6552,0,0,0,0,NULL
14/04/2020,Poland,Europe,37846611,7202,263,618,6321,0,0,0,0,NULL
14/04/2020,Romania,Europe,19237691,6879,351,1051,5477,0,0,0,0,NULL
14/04/2020,Norway,Europe,5421241,6623,139,32,6452,0,0,0,0,NULL
14/04/2020,Denmark,Europe,5792202,6511,299,2515,3697,0,0,0,0,NULL
14/04/2020,Australia,Australia/Oceania,25499884,6400,61,3598,2741,0,0,0,0,NULL
14/04/2020,Czechia,Europe,10708981,6111,161,642,5308,0,0,0,0,NULL
14/04/2020,Pakistan,Asia,220892340,5837,96,1378,4363,0,0,0,0,NULL
14/04/2020,Saudi Arabia,Asia,34813871,5369,73,889,4407,0,0,0,0,NULL
14/04/2020,Philippines,Asia,109581078,5223,335,295,4593,0,0,0,0,NULL
14/04/2020,Mexico,North America,128932753,5014,332,1964,2718,0,0,0,0,NULL
14/04/2020,Malaysia,Asia,32365999,4987,82,2478,2427,0,0,0,0,NULL
14/04/2020,UAE,Asia,9890402,4933,28,933,3972,0,0,0,0,NULL
14/04/2020,Indonesia,Asia,273523615,4839,459,426,3954,0,0,0,0,NULL
14/04/2020,Serbia,Europe,8737371,4465,94,400,3971,0,0,0,0,NULL
14/04/2020,Panama,Central America,4314767,3472,94,61,3317,0,0,0,0,NULL
14/04/2020,Qatar,Asia,2881053,3428,7,373,3048,0,0,0,0,NULL
14/04/2020,Ukraine,Europe,43733762,3372,98,119,3155,0,0,0,0,NULL
14/04/2020,Luxembourg,Europe,625978,3307,69,500,2738,0,0,0,0,NULL
14/04/2020,Dominican Republic,Antilles,10847910,3286,183,162,2941,0,0,0,0,NULL
14/04/2020,Belarus,Europe,9449323,3281,33,203,3045,0,0,0,0,NULL
14/04/2020,Singapore,Asia,5850342,3252,10,611,2631,0,0,0,0,NULL
14/04/2020,Finland,Europe,5540720,3161,64,300,2797,0,0,0,0,NULL
14/04/2020,Colombia,South America,50882891,2852,112,319,2421,0,0,0,0,NULL
14/04/2020,Thailand,Asia,69799978,2613,41,1405,1167,0,0,0,0,NULL
14/04/2020,South Africa,Africa,59308690,2415,27,410,1978,0,0,0,0,NULL
14/04/2020,Egypt,Africa,102334404,2350,178,589,1583,0,0,0,0,NULL
14/04/2020,Argentina,South America,45195774,2277,102,559,1616,0,0,0,0,NULL
14/04/2020,Greece,Europe,10423054,2170,101,269,1800,0,0,0,0,NULL
14/04/2020,Algeria,Africa,43851044,2070,326,691,1053,0,0,0,0,NULL
14/04/2020,Moldova,Europe,4033963,1934,38,134,1762,0,0,0,0,NULL
14/04/2020,Morocco,Africa,36910560,1888,126,217,1545,0,0,0,0,NULL
14/04/2020,Iceland,Europe,341243,1720,8,989,723,0,0,0,0,NULL
14/04/2020,Croatia,Europe,4105267,1704,31,415,1258,0,0,0,0,NULL
14/04/2020,Bahrain,Asia,1701575,1522,7,645,870,0,0,0,0,NULL
14/04/2020,Hungary,Europe,9660351,1512,122,122,1268,0,0,0,0,NULL
14/04/2020,Iraq,Asia,40222493,1400,78,766,556,0,0,0,0,NULL
14/04/2020,Estonia,Europe,1326535,1373,31,115,1227,0,0,0,0,NULL
14/04/2020,New Zealand,Australia/Oceania,4822233,1366,9,628,729,0,0,0,0,NULL
14/04/2020,Kuwait,Asia,4270571,1355,3,176,1176,0,0,0,0,NULL
14/04/2020,Kazakhstan,Asia,18776707,1232,14,203,1015,0,0,0,0,NULL
14/04/2020,Slovenia,Europe,2078938,1220,56,152,1012,0,0,0,0,NULL
14/04/2020,Azerbaijan,Asia,10139177,1197,13,351,833,0,0,0,0,NULL
14/04/2020,Uzbekistan,Asia,33469203,1113,4,99,1010,0,0,0,0,NULL
14/04/2020,Bosnia,Europe,3280819,1083,40,236,807,0,0,0,0,NULL
14/04/2020,Lithuania,Europe,2722289,1070,26,101,943,0,0,0,0,NULL
14/04/2020,Armenia,Asia,2963243,1067,16,265,786,0,0,0,0,NULL
14/04/2020,Hong Kong,Asia,7496981,1013,4,434,575,0,0,0,0,NULL
14/04/2020,Bangladesh,Asia,164689383,1012,46,42,924,0,0,0,0,NULL
14/04/2020,Macedonia,Europe,2083374,908,44,86,778,0,0,0,0,NULL
14/04/2020,Cameroon,Africa,26545863,848,14,130,704,0,0,0,0,NULL
14/04/2020,Slovakia,Europe,5459642,835,2,113,720,0,0,0,0,NULL
14/04/2020,Oman,Asia,5106626,813,4,130,679,0,0,0,0,NULL
14/04/2020,Cuba,Antilles,11326616,766,21,132,613,0,0,0,0,NULL
14/04/2020,Tunisia,Africa,11818619,747,34,43,670,0,0,0,0,NULL
14/04/2020,Afghanistan,Asia,38928346,714,23,40,651,0,0,0,0,NULL
14/04/2020,Bulgaria,Europe,6948445,713,35,81,597,0,0,0,0,NULL
14/04/2020,Diamond Princess,Asia,0,712,12,639,61,0,0,0,0,NULL
14/04/2020,Cyprus,Asia,1207359,695,12,65,618,0,0,0,0,NULL
14/04/2020,Latvia,Europe,1886198,657,5,16,636,0,0,0,0,NULL
14/04/2020,Andorra,Europe,77265,646,29,128,489,0,0,0,0,NULL
14/04/2020,Lebanon,Asia,6825445,641,21,80,540,0,0,0,0,NULL
14/04/2020,Ghana,Africa,31072940,636,8,17,611,0,0,0,0,NULL
14/04/2020,Côte d'Ivoire,Africa,26378274,626,6,89,531,0,0,0,0,NULL
14/04/2020,Costa Rica,Central America,5094118,612,3,62,547,0,0,0,0,NULL
14/04/2020,Niger,Africa,24206644,548,13,86,449,0,0,0,0,NULL
14/04/2020,Burkina Faso,Africa,20903273,515,27,161,327,0,0,0,0,NULL
14/04/2020,Uruguay,South America,3473730,483,8,248,227,0,0,0,0,NULL
14/04/2020,Albania,Europe,2877797,475,24,248,203,0,0,0,0,NULL
14/04/2020,Channel Islands,Europe,173863,436,9,48,379,0,0,0,0,NULL
14/04/2020,Kyrgyzstan,Asia,6524195,430,5,71,354,0,0,0,0,NULL
14/04/2020,Honduras,Central America,9904607,407,26,7,374,0,0,0,0,NULL
14/04/2020,Jordan,Asia,10203134,397,7,235,155,0,0,0,0,NULL
14/04/2020,Taiwan,Asia,23816775,393,6,124,263,0,0,0,0,NULL
14/04/2020,Malta,Europe,441543,393,3,44,346,0,0,0,0,NULL
14/04/2020,Réunion,Africa,895312,391,0,40,351,0,0,0,0,NULL
14/04/2020,San Marino,Europe,33931,371,36,53,282,0,0,0,0,NULL
14/04/2020,Guinea,Africa,13132795,363,0,31,332,0,0,0,0,NULL
14/04/2020,Djibouti,Africa,988000,363,2,53,308,0,0,0,0,NULL
14/04/2020,Bolivia,South America,11673021,354,28,6,320,0,0,0,0,NULL
14/04/2020,Nigeria,Africa,206139589,343,10,91,242,0,0,0,0,NULL
14/04/2020,Mauritius,Africa,1271768,324,9,51,264,0,0,0,0,NULL
14/04/2020,Palestine,Asia,5101414,308,2,62,244,0,0,0,0,NULL
14/04/2020,Senegal,Africa,16743927,299,2,183,114,0,0,0,0,NULL
14/04/2020,Georgia,Asia,3989167,296,3,69,224,0,0,0,0,NULL
14/04/2020,Montenegro,Europe,628066,283,4,46,233,0,0,0,0,NULL
14/04/2020,Vietnam,Asia,97338579,266,0,169,97,0,0,0,0,NULL
14/04/2020,Isle of Man,Europe,85033,254,2,141,111,0,0,0,0,NULL
14/04/2020,DRC,Africa,89561403,241,20,20,201,0,0,0,0,NULL
14/04/2020,Sri Lanka,Asia,21413249,233,7,61,165,0,0,0,0,NULL
14/04/2020,Mayotte,Africa,272815,217,3,69,145,0,0,0,0,NULL
14/04/2020,Kenya,Africa,53771296,216,9,41,166,0,0,0,0,NULL
14/04/2020,Venezuela,South America,28435940,189,9,110,70,0,0,0,0,NULL
14/04/2020,Faroe Islands,Europe,48863,184,0,163,21,0,0,0,0,NULL
14/04/2020,Guatemala,Central America,17915568,167,5,19,143,0,0,0,0,NULL
