Fecha,Pais,ZonaContinente,Poblacion,Confirmados,Muertos,Recuperados,Activos,NuevosConfirmados,NuevosMuertos,NuevosRecuperados,NuevosActivos,Observaciones
19/04/2020,UK,Europe,67886011,120067,16060,0,104007,5850,596,0,5254,NULL
19/04/2020,Turkey,Asia,84339067,86306,2017,11976,72313,3977,127,1523,2327,NULL
19/04/2020,Italy,Europe,60461826,178972,23660,47055,108257,3047,433,2128,486,NULL
19/04/2020,Spain,Europe,46754778,196664,20595,77357,98712,2248,-44,2560,-268,NULL
19/04/2020,Brazil,South America,212559417,38654,2462,14026,22166,1729,90,0,1639,NULL
19/04/2020,Germany,Europe,83783942,145184,4586,88000,52598,1460,48,2600,-1188,NULL
19/04/2020,Canada,North America,37742154,34813,1583,11807,21423,1430,113,600,717,NULL
19/04/2020,Iran,Asia,83992949,82211,5118,57023,20070,1343,87,1036,220,NULL
19/04/2020,Belgium,Europe,11589623,38496,5683,8757,24056,1313,230,409,674,NULL
19/04/2020,India,Asia,1380004385,17615,559,2854,14202,1250,38,388,824,NULL
19/04/2020,Peru,South America,32971854,15628,400,6811,8417,1208,52,127,1029,NULL
19/04/2020,France,Europe,65273511,152894,19718,36578,96598,1101,395,595,111,NULL
19/04/2020,Saudi Arabia,Asia,34813871,9362,97,1398,7867,1088,5,69,1014,NULL
19/04/2020,Netherlands,Europe,17134872,32655,3684,250,28721,1066,83,0,983,NULL
19/04/2020,Pakistan,Asia,220892340,8348,168,1868,6312,710,25,36,649,NULL
19/04/2020,Singapore,Asia,5850342,6588,11,768,5809,596,0,28,568,NULL
19/04/2020,Sweden,Europe,10099265,14385,1540,550,12295,563,29,0,534,NULL
19/04/2020,Poland,Europe,37846611,9287,360,1040,7887,545,13,59,473,NULL
19/04/2020,Portugal,Europe,10196709,20206,714,610,18882,521,27,0,494,NULL
19/04/2020,Japan,Asia,126476461,10797,236,1159,9402,501,14,90,397,NULL
19/04/2020,Ireland,Europe,4937786,15251,610,77,14564,493,39,0,454,NULL
19/04/2020,UAE,Asia,9890402,6781,41,1286,5454,479,4,98,377,NULL
19/04/2020,Ecuador,South America,17643054,9468,474,1061,7933,446,18,53,375,NULL
19/04/2020,Qatar,Asia,2881053,5448,8,518,4922,440,0,8,432,NULL
19/04/2020,Chile,South America,19116201,10088,133,4338,5617,358,7,303,48,NULL
19/04/2020,Dominican Republic,Antilles,10847910,4680,226,363,4091,345,9,51,285,NULL
19/04/2020,Ukraine,Europe,43733762,5449,141,347,4961,343,8,72,263,NULL
19/04/2020,Switzerland,Europe,8654622,27740,1393,17800,8547,336,25,700,-389,NULL
19/04/2020,Romania,Europe,19237691,8746,451,1892,6403,328,30,162,136,NULL
19/04/2020,Indonesia,Asia,273523615,6575,582,686,5307,327,47,55,225,NULL
19/04/2020,Serbia,Europe,8737371,6318,122,753,5443,324,5,116,203,NULL
19/04/2020,Bangladesh,Asia,164689383,2456,91,75,2290,312,7,9,296,NULL
19/04/2020,Israel,Asia,8655535,13491,172,3754,9565,226,8,298,-80,NULL
19/04/2020,Philippines,Asia,109581078,6259,409,572,5278,172,12,56,104,NULL
19/04/2020,Morocco,Africa,36910560,2855,141,327,2387,170,4,13,153,NULL
19/04/2020,Kuwait,Asia,4270571,1915,7,305,1603,164,1,25,138,NULL
19/04/2020,Denmark,Europe,5792202,7384,355,4141,2888,142,9,294,-161,NULL
19/04/2020,South Africa,Africa,59308690,3158,54,903,2201,124,2,0,122,NULL
19/04/2020,Djibouti,Africa,988000,846,2,102,742,114,0,26,88,NULL
19/04/2020,Egypt,Africa,102334404,3144,239,732,2173,112,15,31,66,NULL
19/04/2020,Bahrain,Asia,1701575,1881,7,759,1115,108,0,4,104,NULL
19/04/2020,Finland,Europe,5540720,3783,94,1700,1989,102,4,0,98,NULL
19/04/2020,Algeria,Africa,43851044,2629,375,1047,1207,95,8,153,-66,NULL
19/04/2020,Czechia,Europe,10708981,6701,186,1298,5217,95,5,71,19,NULL
19/04/2020,Moldova,Europe,4033963,2472,67,457,1948,94,10,66,18,NULL
19/04/2020,Oman,Asia,5106626,1266,7,233,1026,86,1,57,28,NULL
19/04/2020,Malaysia,Asia,32365999,5389,89,3197,2103,84,1,95,-12,NULL
19/04/2020,Hungary,Europe,9660351,1916,189,250,1477,82,17,19,46,NULL
19/04/2020,Austria,Europe,9006398,14749,452,10501,3796,78,9,287,-218,NULL
19/04/2020,Uzbekistan,Asia,33469203,1565,5,225,1335,75,0,31,44,NULL
19/04/2020,Slovakia,Europe,5459642,1161,12,229,920,72,1,16,55,NULL
19/04/2020,Afghanistan,Asia,38928346,996,33,131,832,63,3,19,41,NULL
19/04/2020,Kazakhstan,Asia,18776707,1676,17,400,1259,61,0,23,38,NULL
19/04/2020,Guinea,Africa,13132795,579,5,87,487,61,2,22,37,NULL
19/04/2020,Lithuania,Europe,2722289,1298,35,242,1021,59,2,14,43,NULL
19/04/2020,Cuba,Antilles,11326616,1035,34,255,746,49,2,28,19,NULL
19/04/2020,Côte d'Ivoire,Africa,26378274,847,9,260,578,46,1,21,24,NULL
19/04/2020,Armenia,Asia,2963243,1291,20,545,726,43,0,22,21,NULL
19/04/2020,Croatia,Europe,4105267,1871,47,709,1115,39,8,94,-63,NULL
19/04/2020,Macedonia,Europe,2083374,1207,51,179,977,37,2,15,20,NULL
19/04/2020,Somalia,Africa,15893222,164,7,3,154,29,0,1,28,NULL
19/04/2020,Iraq,Asia,40222493,1539,82,1009,448,26,0,56,-30,NULL
19/04/2020,Australia,Australia/Oceania,25499884,6612,71,4230,2311,26,1,63,-38,NULL
19/04/2020,Azerbaijan,Asia,10139177,1398,19,712,667,25,1,122,-98,NULL
19/04/2020,Tanzania,Africa,59734218,170,7,11,152,23,2,0,21,NULL
19/04/2020,Taiwan,Asia,23816775,420,6,189,225,22,0,11,11,NULL
19/04/2020,DRC,Africa,89561403,327,25,26,276,20,0,0,20,NULL
19/04/2020,Palestine,Asia,5101414,437,3,71,363,19,1,2,16,NULL
19/04/2020,Senegal,Africa,16743927,367,3,220,144,17,0,9,8,NULL
19/04/2020,Mayotte,Africa,272815,271,4,117,150,17,0,0,17,NULL
19/04/2020,Sri Lanka,Asia,21413249,271,7,96,168,17,0,10,7,NULL
19/04/2020,Bosnia,Europe,3280819,1285,48,347,890,17,1,9,7,NULL
19/04/2020,Maldives,Asia,540544,52,0,16,36,17,0,0,17,NULL
19/04/2020,Estonia,Europe,1326535,1528,40,164,1324,16,2,2,12,NULL
19/04/2020,Bulgaria,Europe,6948445,894,42,161,691,16,1,8,7,NULL
19/04/2020,Latvia,Europe,1886198,727,5,88,634,15,0,0,15,NULL
19/04/2020,Liberia,Africa,5057681,91,8,7,76,15,1,0,14,NULL
19/04/2020,Albania,Europe,2877797,562,26,314,222,14,0,12,2,NULL
19/04/2020,Tunisia,Africa,11818619,879,38,43,798,13,1,0,12,NULL
19/04/2020,Slovenia,Europe,2078938,1330,74,192,1064,13,4,2,7,NULL
19/04/2020,Luxembourg,Europe,625978,3550,73,627,2850,13,1,26,-14,NULL
19/04/2020,Iceland,Europe,341243,1771,9,1291,471,11,0,0,11,NULL
19/04/2020,Burkina Faso,Africa,20903273,576,36,338,202,11,0,17,-6,NULL
19/04/2020,El Salvador,Central America,6486205,201,7,44,150,11,0,1,10,NULL
19/04/2020,Andorra,Europe,77265,713,36,235,442,9,1,30,-22,NULL
19/04/2020,Niger,Africa,24206644,648,20,117,511,9,1,4,4,NULL
19/04/2020,Norway,Europe,5421241,7078,165,32,6881,9,1,0,8,NULL
19/04/2020,Kenya,Africa,53771296,270,14,67,189,8,2,7,-1,NULL
19/04/2020,Mali,Africa,20250833,224,14,42,168,8,1,1,6,NULL
19/04/2020,Cyprus,Asia,1207359,767,12,81,674,6,0,2,4,NULL
19/04/2020,San Marino,Europe,33931,461,39,60,362,6,0,0,6,NULL
19/04/2020,Georgia,Asia,3989167,394,4,93,297,6,0,7,-1,NULL
19/04/2020,Costa Rica,Central America,5094118,660,4,112,544,5,0,15,-10,NULL
19/04/2020,Sierra Leone,Africa,7976983,35,0,6,29,5,0,6,-1,NULL
19/04/2020,Botswana,Africa,2351627,20,1,0,19,5,0,0,5,NULL
19/04/2020,Mozambique,Africa,31255435,39,0,8,31,4,0,4,0,NULL
19/04/2020,Guinea-Bissau,Africa,1968001,50,0,3,47,4,0,3,1,NULL
19/04/2020,Jordan,Asia,10203134,417,7,276,134,4,0,7,-3,NULL
19/04/2020,Channel Islands,Europe,173863,488,21,73,394,4,0,0,4,NULL
19/04/2020,Zambia,Africa,18383955,61,3,33,25,4,1,0,3,NULL
19/04/2020,Myanmar,Asia,54409800,111,5,7,99,4,0,2,2,NULL
19/04/2020,Ethiopia,Africa,114963588,108,3,16,89,3,0,0,3,NULL
19/04/2020,Sint Maarten,Antilles,42876,67,10,12,45,3,1,0,2,NULL
19/04/2020,Bermuda,Antilles,62278,86,5,35,46,3,0,0,3,NULL
19/04/2020,Rwanda,Africa,12952218,147,0,76,71,3,0,7,-4,NULL
19/04/2020,Mauritius,Africa,1271768,328,9,208,111,3,0,28,-25,NULL
19/04/2020,Cabo Verde,Africa,555987,61,1,1,59,3,0,0,3,NULL
19/04/2020,Caribbean Netherlands,Antilles,25987,5,0,0,5,2,0,0,2,NULL
19/04/2020,Hong Kong,Asia,7496981,1026,4,602,420,2,0,34,-32,NULL
19/04/2020,Lebanon,Asia,6825445,673,21,102,550,1,0,3,-2,NULL
19/04/2020,Réunion,Africa,895312,408,0,237,171,1,0,0,1,NULL
19/04/2020,Malta,Europe,441543,427,3,118,306,1,0,19,-18,NULL
19/04/2020,Brunei,Asia,437479,138,1,115,22,1,0,2,-1,NULL
19/04/2020,Faroe Islands,Europe,48863,185,0,176,9,1,0,3,-2,NULL
19/04/2020,Montenegro,Europe,628066,308,5,55,248,1,0,0,1,NULL
19/04/2020,Isle of Man,Europe,85033,298,6,193,99,1,0,13,-12,NULL
19/04/2020,Aruba,Antilles,106766,97,2,49,46,1,0,5,-4,NULL
19/04/2020,Gabon,Africa,2225734,109,1,7,101,1,0,0,1,NULL
19/04/2020,Madagascar,Africa,27691018,121,0,39,82,1,0,4,-3,NULL
19/04/2020,Nicaragua,Central America,6624554,10,2,6,2,1,0,0,1,NULL
19/04/2020,Syrian Arab Republic,Asia,17500658,39,3,5,31,1,1,0,0,NULL
19/04/2020,Timor-Leste,Asia,1318445,19,0,1,18,1,0,0,1,NULL
19/04/2020,Belize,Central America,397628,18,2,2,14,0,0,2,-2,NULL
19/04/2020,New Caledonia,Australia/Oceania,285498,18,0,15,3,0,0,1,-1,NULL
19/04/2020,Fiji,Australia/Oceania,896445,17,0,0,17,0,0,0,0,NULL
19/04/2020,Malawi,Africa,19129952,17,2,3,12,0,0,0,0,NULL
19/04/2020,Namibia,Africa,2540905,16,0,6,10,0,0,0,0,NULL
19/04/2020,Dominica,Antilles,71986,16,0,8,8,0,0,0,0,NULL
19/04/2020,Saint Lucia,Antilles,183627,15,0,11,4,0,0,0,0,NULL
19/04/2020,Curaçao,Antilles,164093,14,1,11,2,0,0,0,0,NULL
19/04/2020,Saint Kitts and Nevis,Antilles,53199,14,0,0,14,0,0,0,0,NULL
19/04/2020,Grenada,Antilles,112523,14,0,6,8,0,0,0,0,NULL
19/04/2020,Central African Republic,Africa,4829767,12,0,4,8,0,0,0,0,NULL
19/04/2020,Saint Vincent and the Grenadines,Antilles,110940,12,0,1,11,0,0,0,0,NULL
19/04/2020,Greenland,Antilles,56770,11,0,11,0,0,0,0,0,NULL
19/04/2020,Seychelles,Africa,98347,11,0,5,6,0,0,0,0,NULL
19/04/2020,Turks and Caicos Islands,Antilles,38717,11,1,0,10,0,0,0,0,NULL
19/04/2020,Montserrat,Antilles,4992,11,0,2,9,0,0,0,0,NULL
19/04/2020,Falkland Islands (Malvinas),Europe,3480,11,0,3,8,0,0,0,0,NULL
19/04/2020,Suriname,South America,586632,10,1,6,3,0,0,0,0,NULL
19/04/2020,French Polynesia,Australia/Oceania,280908,55,0,2,53,0,0,0,0,NULL
19/04/2020,Bahamas,Antilles,393244,55,9,10,36,0,0,0,0,NULL
19/04/2020,Uganda,Africa,45741007,55,0,28,27,0,0,6,-6,NULL
19/04/2020,Libyan Arab Jamahiriya,Africa,6871292,49,1,11,37,0,0,0,0,NULL
19/04/2020,Macao,Asia,649335,45,0,17,28,0,0,1,-1,NULL
19/04/2020,Haiti,Antilles,11402528,44,3,0,41,0,0,0,0,NULL
19/04/2020,Chad,Africa,16425864,33,0,8,25,0,0,0,0,NULL
19/04/2020,Mongolia,Asia,3278290,32,0,7,25,0,0,0,0,NULL
19/04/2020,Nepal,Asia,29136808,31,0,4,27,0,0,1,-1,NULL
19/04/2020,Zimbabwe,Africa,14862924,25,3,2,20,0,0,0,0,NULL
19/04/2020,Angola,Africa,32866272,24,2,6,16,0,0,0,0,NULL
19/04/2020,Antigua and Barbuda,Antilles,97929,23,3,3,17,0,0,0,0,NULL
19/04/2020,Swaziland,Africa,1384472,22,1,8,13,0,0,0,0,NULL
19/04/2020,Saint Martin,Antilles,38666,37,2,19,16,0,0,0,0,NULL
19/04/2020,Benin,Africa,12123200,35,1,18,16,0,0,0,0,NULL
19/04/2020,Eritrea,Africa,3546421,39,0,3,36,0,0,0,0,NULL
19/04/2020,Lao People's Democratic Republic,Asia,7275560,19,0,2,17,0,0,0,0,NULL
19/04/2020,MS Zaandam,Europe,0,9,2,0,7,0,0,0,0,NULL
19/04/2020,Gambia,Africa,2416668,9,1,2,6,0,0,0,0,NULL
19/04/2020,Holy See (Vatican City State),Europe,801,8,0,2,6,0,0,0,0,NULL
19/04/2020,Papua New Guinea,Australia/Oceania,8947024,7,0,0,7,0,0,0,0,NULL
19/04/2020,Mauritania,Africa,4649658,7,1,6,0,0,0,0,0,NULL
19/04/2020,Western Sahara,Africa,597339,6,0,0,6,0,0,0,0,NULL
19/04/2020,St. Barth,Antilles,9872,6,0,5,1,0,0,0,0,NULL
19/04/2020,Burundi,Africa,11890784,5,1,0,4,0,0,0,0,NULL
19/04/2020,Bhutan,Asia,771608,5,0,2,3,0,0,0,0,NULL
19/04/2020,South Sudan,Africa,11193725,4,0,0,4,0,0,0,0,NULL
19/04/2020,British Virgin Islands,Antilles,30231,4,1,2,1,0,1,0,-1,NULL
19/04/2020,Sao Tome and Principe,Africa,219159,4,0,0,4,0,0,0,0,NULL
19/04/2020,Anguilla,Antilles,15003,3,0,1,2,0,0,0,0,NULL
19/04/2020,Yemen,Asia,29825964,1,0,0,1,0,0,0,0,NULL
19/04/2020,Saint Pierre Miquelon,Antilles,5794,1,0,0,1,0,0,0,0,NULL
19/04/2020,Trinidad and Tobago,Antilles,1399488,114,8,21,85,0,0,0,0,NULL
19/04/2020,French Guiana,South America,298682,96,0,64,32,0,0,0,0,NULL
19/04/2020,Monaco,Europe,39242,94,3,22,69,0,0,0,0,NULL
19/04/2020,Togo,Africa,8278724,84,5,52,27,0,0,3,-3,NULL
19/04/2020,Equatorial Guinea,Africa,1402985,79,0,4,75,0,0,0,0,NULL
19/04/2020,Liechtenstein,Europe,38128,79,1,55,23,0,0,0,0,NULL
19/04/2020,Barbados,Antilles,287375,75,5,17,53,0,0,0,0,NULL
19/04/2020,Sudan,Africa,43849260,66,10,6,50,0,0,0,0,NULL
19/04/2020,Guyana,South America,786552,63,7,9,47,0,1,0,-1,NULL
19/04/2020,Cayman Islands,Antilles,65722,61,1,7,53,0,0,0,0,NULL
19/04/2020,Paraguay,South America,7132538,206,8,41,157,0,0,0,0,NULL
19/04/2020,Vietnam,Asia,97338579,268,0,203,65,0,0,2,-2,NULL
19/04/2020,Guatemala,Central America,17915568,257,7,21,229,0,0,0,0,NULL
19/04/2020,Venezuela,South America,28435940,227,9,117,101,0,0,0,0,NULL
19/04/2020,Jamaica,Antilles,2961167,173,5,25,143,0,0,0,0,NULL
19/04/2020,Martinique,Antilles,375265,163,12,73,78,0,0,0,0,NULL
19/04/2020,Guadeloupe,Antilles,400124,148,8,73,67,0,0,0,0,NULL
19/04/2020,Gibraltar,Europe,33691,132,0,120,12,0,0,9,-9,NULL
19/04/2020,Cambodia,Asia,16718965,122,0,105,17,0,0,2,-2,NULL
19/04/2020,Congo,Africa,5202649,143,6,11,126,0,0,0,0,NULL
19/04/2020,Honduras,Central America,9904607,472,46,15,411,0,0,0,0,NULL
19/04/2020,Bolivia,South America,11673021,520,32,31,457,0,0,0,0,NULL
19/04/2020,Uruguay,South America,3473730,517,10,298,209,0,1,0,-1,NULL
19/04/2020,Kyrgyzstan,Asia,6524195,554,5,133,416,0,0,0,0,NULL
19/04/2020,Diamond Princess,Asia,0,712,13,644,55,0,0,0,0,NULL
19/04/2020,Ghana,Africa,31072940,834,9,99,726,0,0,0,0,NULL
19/04/2020,Cameroon,Africa,26545863,1017,42,305,670,0,0,0,0,NULL
19/04/2020,Mexico,North America,128932753,7497,650,2627,4220,0,0,0,0,NULL
19/04/2020,S. Korea,Asia,51269185,10661,234,8042,2385,0,0,0,0,NULL
19/04/2020,China,Asia,1439323776,82735,4632,77062,1041,0,0,0,0,NULL
19/04/2020,New Zealand,Australia/Oceania,4822233,1431,12,912,507,0,0,0,0,NULL
19/04/2020,Belarus,Europe,9449323,4779,47,494,4238,0,2,152,-154,NULL
19/04/2020,Colombia,South America,50882891,3621,166,691,2764,0,0,0,0,NULL
19/04/2020,Panama,Central America,4314767,4273,120,140,4013,0,0,0,0,NULL
19/04/2020,Greece,Europe,10423054,2235,113,269,1853,0,3,0,-3,NULL
19/04/2020,Argentina,South America,45195774,2839,132,709,1998,0,0,24,-24,NULL
19/04/2020,Thailand,Asia,69799978,2765,47,1928,790,0,0,0,0,NULL
19/04/2020,Nigeria,Africa,206139589,541,19,166,356,-1,0,0,-1,NULL
20/04/2020,USA,North America,331002651,789383,42303,71832,675248,28004,1884,1903,24217,NULL
20/04/2020,UK,Europe,67886011,124743,16509,0,108234,4676,449,0,4227,NULL
20/04/2020,Turkey,Asia,84339067,90980,2140,13430,75410,4674,123,1454,3097,NULL
20/04/2020,Russia,Europe,145934462,47121,405,3446,43270,4268,44,155,4069,NULL
20/04/2020,Spain,Europe,46754778,200210,20852,80587,98771,3546,257,3230,59,NULL
20/04/2020,France,Europe,65273511,155383,20265,37409,97709,2489,547,831,1111,NULL
20/04/2020,Italy,Europe,60461826,181228,24114,48877,108237,2256,454,1822,-20,NULL
20/04/2020,Brazil,South America,212559417,40581,2575,22130,15876,1927,113,8104,-6290,NULL
20/04/2020,Canada,North America,37742154,36670,1680,12197,22793,1857,97,390,1370,NULL
20/04/2020,Germany,Europe,83783942,146777,4802,91500,50475,1593,216,3500,-2123,NULL
20/04/2020,Belgium,Europe,11589623,39983,5828,8895,25260,1487,145,138,1204,NULL
20/04/2020,Belarus,Europe,9449323,6264,51,514,5699,1485,4,20,1461,NULL
20/04/2020,Singapore,Asia,5850342,8014,11,801,7202,1426,0,33,1393,NULL
20/04/2020,Iran,Asia,83992949,83505,5209,59273,19023,1294,91,2250,-1047,NULL
20/04/2020,Saudi Arabia,Asia,34813871,10484,103,1490,8891,1122,6,92,1024,NULL
20/04/2020,India,Asia,1380004385,18539,592,3273,14674,924,33,419,472,NULL
20/04/2020,Mexico,North America,128932753,8261,686,2627,4948,764,36,0,728,NULL
20/04/2020,Netherlands,Europe,17134872,33405,3751,250,29404,750,67,0,683,NULL
20/04/2020,Peru,South America,32971854,16325,445,6968,8912,697,45,157,495,NULL
20/04/2020,Ecuador,South America,17643054,10128,507,1150,8471,660,33,89,538,NULL
20/04/2020,Portugal,Europe,10196709,20863,735,610,19518,657,21,0,636,NULL
20/04/2020,Qatar,Asia,2881053,6015,9,555,5451,567,1,37,529,NULL
20/04/2020,Bangladesh,Asia,164689383,2948,101,85,2762,492,10,10,472,NULL
20/04/2020,UAE,Asia,9890402,7265,43,1360,5862,484,2,74,408,NULL
20/04/2020,Chile,South America,19116201,10507,139,4676,5692,419,6,338,75,NULL
20/04/2020,Ireland,Europe,4937786,15652,687,77,14888,401,77,0,324,NULL
20/04/2020,Sweden,Europe,10099265,14777,1580,550,12647,392,40,0,352,NULL
20/04/2020,Colombia,South America,50882891,3977,189,804,2984,356,23,113,220,NULL
20/04/2020,Serbia,Europe,8737371,6630,125,870,5635,312,3,117,192,NULL
20/04/2020,Poland,Europe,37846611,9593,380,1133,8080,306,20,93,193,NULL
20/04/2020,Dominican Republic,Antilles,10847910,4964,235,416,4313,284,9,53,222,NULL
20/04/2020,Ukraine,Europe,43733762,5710,151,359,5200,261,10,12,239,NULL
20/04/2020,Israel,Asia,8655535,13713,177,4049,9487,222,5,295,-78,NULL
20/04/2020,Ghana,Africa,31072940,1042,9,99,934,208,0,0,208,NULL
20/04/2020,Switzerland,Europe,8654622,27944,1429,18600,7915,204,36,800,-632,NULL
20/04/2020,Philippines,Asia,109581078,6459,428,613,5418,200,19,41,140,NULL
20/04/2020,Czechia,Europe,10708981,6900,194,1559,5147,199,8,261,-70,NULL
20/04/2020,Panama,Central America,4314767,4467,126,165,4176,194,6,25,163,NULL
20/04/2020,Morocco,Africa,36910560,3046,143,350,2553,191,2,23,166,NULL
20/04/2020,Romania,Europe,19237691,8936,478,2017,6441,190,27,125,38,NULL
20/04/2020,Egypt,Africa,102334404,3333,250,821,2262,189,11,89,89,NULL
20/04/2020,Indonesia,Asia,273523615,6760,590,747,5423,185,8,61,116,NULL
20/04/2020,Kazakhstan,Asia,18776707,1852,19,447,1386,176,2,47,127,NULL
20/04/2020,Cameroon,Africa,26545863,1163,42,305,816,146,0,0,146,NULL
20/04/2020,Oman,Asia,5106626,1410,7,238,1165,144,0,5,139,NULL
20/04/2020,South Africa,Africa,59308690,3300,58,1055,2187,142,4,152,-14,NULL
20/04/2020,Denmark,Europe,5792202,7515,364,4312,2839,131,9,171,-49,NULL
20/04/2020,Nigeria,Africa,206139589,665,22,188,455,124,3,22,99,NULL
20/04/2020,Argentina,South America,45195774,2941,136,737,2068,102,4,28,70,NULL
20/04/2020,Algeria,Africa,43851044,2718,384,1099,1235,89,9,52,28,NULL
20/04/2020,Finland,Europe,5540720,3868,98,2000,1770,85,4,300,-219,NULL
20/04/2020,Tanzania,Africa,59734218,254,10,11,233,84,3,0,81,NULL
20/04/2020,Kuwait,Asia,4270571,1995,9,367,1619,80,2,62,16,NULL
20/04/2020,Norway,Europe,5421241,7156,181,32,6943,78,16,0,62,NULL
20/04/2020,Moldova,Europe,4033963,2548,70,457,2021,76,3,0,73,NULL
20/04/2020,Somalia,Africa,15893222,237,8,4,225,73,1,1,71,NULL
20/04/2020,Pakistan,Asia,220892340,8418,176,1970,6272,70,8,102,-40,NULL
20/04/2020,Hungary,Europe,9660351,1984,199,267,1518,68,10,17,41,NULL
20/04/2020,Uzbekistan,Asia,33469203,1627,5,261,1361,62,0,36,26,NULL
20/04/2020,Cuba,Antilles,11326616,1087,36,285,766,52,2,30,20,NULL
20/04/2020,Armenia,Asia,2963243,1339,22,580,737,48,2,35,11,NULL
20/04/2020,Austria,Europe,9006398,14795,470,10631,3694,46,18,130,-102,NULL
20/04/2020,Bolivia,South America,11673021,564,33,31,500,44,1,0,43,NULL
20/04/2020,Azerbaijan,Asia,10139177,1436,19,791,626,38,0,79,-41,NULL
20/04/2020,Malaysia,Asia,32365999,5425,89,3295,2041,36,0,98,-62,NULL
20/04/2020,Bulgaria,Europe,6948445,929,43,167,719,35,1,6,28,NULL
20/04/2020,Iraq,Asia,40222493,1574,82,1043,449,35,0,34,1,NULL
20/04/2020,Sri Lanka,Asia,21413249,304,7,98,199,33,0,2,31,NULL
20/04/2020,Guatemala,Central America,17915568,289,7,21,261,32,0,0,32,NULL
20/04/2020,Afghanistan,Asia,38928346,1026,36,135,855,30,3,4,23,NULL
20/04/2020,Venezuela,South America,28435940,256,9,117,130,29,0,0,29,NULL
20/04/2020,Lithuania,Europe,2722289,1326,37,242,1047,28,2,0,26,NULL
20/04/2020,Thailand,Asia,69799978,2792,47,1999,746,27,0,71,-44,NULL
20/04/2020,Bahrain,Asia,1701575,1907,7,769,1131,26,0,10,16,NULL
20/04/2020,Sudan,Africa,43849260,92,12,8,72,26,2,2,22,NULL
20/04/2020,Bosnia,Europe,3280819,1309,49,381,879,24,1,34,-11,NULL
20/04/2020,Jamaica,Antilles,2961167,196,5,27,164,23,0,2,21,NULL
20/04/2020,Albania,Europe,2877797,584,26,327,231,22,0,13,9,NULL
20/04/2020,Benin,Africa,12123200,54,1,27,26,19,0,9,10,NULL
20/04/2020,Macedonia,Europe,2083374,1225,54,200,971,18,3,21,-6,NULL
20/04/2020,Maldives,Asia,540544,69,0,16,53,17,0,0,17,NULL
20/04/2020,Congo,Africa,5202649,160,6,16,138,17,0,5,12,NULL
20/04/2020,El Salvador,Central America,6486205,218,7,46,165,17,0,2,15,NULL
20/04/2020,Kyrgyzstan,Asia,6524195,568,7,201,360,14,2,68,-56,NULL
20/04/2020,Australia,Australia/Oceania,25499884,6625,71,4258,2296,13,0,28,-15,NULL
20/04/2020,S. Korea,Asia,51269185,10674,236,8114,2324,13,2,72,-61,NULL
20/04/2020,Slovakia,Europe,5459642,1173,13,251,909,12,1,22,-11,NULL
20/04/2020,China,Asia,1439323776,82747,4632,77084,1031,12,0,22,-10,NULL
20/04/2020,Latvia,Europe,1886198,739,5,88,646,12,0,0,12,NULL
20/04/2020,Palestine,Asia,5101414,449,3,71,375,12,0,0,12,NULL
20/04/2020,Uruguay,South America,3473730,528,10,298,220,11,0,0,11,NULL
20/04/2020,Kenya,Africa,53771296,281,14,69,198,11,0,2,9,NULL
20/04/2020,Senegal,Africa,16743927,377,5,235,137,10,2,15,-7,NULL
20/04/2020,Croatia,Europe,4105267,1881,47,771,1063,10,0,62,-52,NULL
20/04/2020,Greece,Europe,10423054,2245,116,269,1860,10,3,0,7,NULL
20/04/2020,New Zealand,Australia/Oceania,4822233,1440,12,974,454,9,0,62,-53,NULL
20/04/2020,Luxembourg,Europe,625978,3558,75,637,2846,8,2,10,-4,NULL
20/04/2020,Georgia,Asia,3989167,402,4,95,303,8,0,2,6,NULL
20/04/2020,Jordan,Asia,10203134,425,7,282,136,8,0,6,2,NULL
20/04/2020,Liberia,Africa,5057681,99,8,7,84,8,0,0,8,NULL
20/04/2020,Sierra Leone,Africa,7976983,43,0,6,37,8,0,0,8,NULL
20/04/2020,Estonia,Europe,1326535,1535,40,165,1330,7,0,1,6,NULL
20/04/2020,Cabo Verde,Africa,555987,67,1,1,65,6,0,0,6,NULL
20/04/2020,Myanmar,Asia,54409800,117,5,7,105,6,0,0,6,NULL
20/04/2020,Cayman Islands,Antilles,65722,66,1,7,58,5,0,0,5,NULL
20/04/2020,Bahamas,Antilles,393244,60,9,11,40,5,0,1,4,NULL
20/04/2020,Honduras,Central America,9904607,477,46,25,406,5,0,10,-5,NULL
20/04/2020,Burkina Faso,Africa,20903273,581,38,357,186,5,2,19,-16,NULL
20/04/2020,DRC,Africa,89561403,332,25,27,280,5,0,1,4,NULL
20/04/2020,Slovenia,Europe,2078938,1335,77,193,1065,5,3,1,1,NULL
20/04/2020,Cyprus,Asia,1207359,772,12,81,679,5,0,0,5,NULL
20/04/2020,Tunisia,Africa,11818619,884,38,148,698,5,0,105,-100,NULL
20/04/2020,Montenegro,Europe,628066,312,5,88,219,4,0,33,-29,NULL
20/04/2020,Lebanon,Asia,6825445,677,21,103,553,4,0,1,3,NULL
20/04/2020,Andorra,Europe,77265,717,37,248,432,4,1,13,-10,NULL
20/04/2020,Malta,Europe,441543,431,3,126,302,4,0,8,-4,NULL
20/04/2020,Zambia,Africa,18383955,65,3,35,27,4,0,2,2,NULL
20/04/2020,Haiti,Antilles,11402528,47,3,0,44,3,0,0,3,NULL
