Fecha,DiaRegion,SemanaRegion,RegionPeru,Positivos,PositivosDiaAnt,PositivosNuevos,Decesos,DecesosDiaAnt,DecesosNuevos,Observaciones
21/05/2020,56,9,Pasco,249,231,18,5,5,0,
21/05/2020,45,7,Puno,225,217,8,1,1,0,
21/05/2020,65,10,Madre de Dios,265,259,6,6,3,3,
21/05/2020,49,8,Apurimac,112,113,-1,0,0,0,
22/05/2020,78,12,Lima,71719,70155,1564,1164,1114,50,
22/05/2020,69,10,Callao,7846,7685,161,192,192,0,
22/05/2020,69,10,Lambayeque,5690,5581,109,516,516,0,
22/05/2020,69,10,Piura,3621,3496,125,409,385,24,
22/05/2020,43,7,Ucayali,2652,2478,174,104,104,0,
22/05/2020,69,10,La Libertad,2682,2542,140,93,93,0,
22/05/2020,69,10,Ancash,2557,2466,91,196,194,2,
22/05/2020,75,11,Arequipa,2297,2176,121,25,25,0,
22/05/2020,73,11,Ica,1941,1905,36,137,124,13,
22/05/2020,67,10,Loreto,3201,3166,35,264,262,2,
22/05/2020,64,10,Junin,1336,1289,47,14,14,0,
22/05/2020,71,11,Cusco,766,724,42,3,3,0,
22/05/2020,61,9,San Martin,903,857,46,13,13,0,
22/05/2020,60,9,Tumbes,727,722,5,65,62,3,
22/05/2020,74,11,Huanuco,607,566,41,7,7,0,
22/05/2020,59,9,Cajamarca,495,483,12,3,3,0,
22/05/2020,48,7,Moquegua,315,270,45,0,0,0,
22/05/2020,45,7,Amazonas,399,371,28,18,17,1,
22/05/2020,55,8,Ayacucho,479,455,24,3,3,0,
22/05/2020,52,8,Huancavelica,289,277,12,1,1,0,
22/05/2020,55,8,Tacna,279,254,25,4,4,0,
22/05/2020,57,9,Pasco,276,249,27,6,5,1,
22/05/2020,46,7,Puno,232,225,7,1,1,0,
22/05/2020,66,10,Madre de Dios,270,265,5,6,6,0,
22/05/2020,50,8,Apurimac,119,112,7,0,0,0,
23/05/2020,79,12,Lima,74037,71719,2318,1208,1164,44,
23/05/2020,70,11,Callao,8125,7846,279,192,192,0,
23/05/2020,70,11,Lambayeque,5836,5690,146,542,516,26,
23/05/2020,70,11,Piura,3812,3621,191,426,409,17,
23/05/2020,44,7,Ucayali,2775,2652,123,104,104,0,
23/05/2020,70,11,La Libertad,2793,2682,111,93,93,0,
23/05/2020,70,11,Ancash,2722,2557,165,208,196,12,
23/05/2020,76,11,Arequipa,2373,2297,76,25,25,0,
23/05/2020,74,11,Ica,1863,1941,-78,151,137,14,
23/05/2020,68,10,Loreto,3293,3201,92,273,264,9,
23/05/2020,65,10,Junin,1375,1336,39,14,14,0,
23/05/2020,61,9,Tumbes,1032,727,305,65,65,0,
23/05/2020,62,9,San Martin,938,903,35,13,13,0,
23/05/2020,72,11,Cusco,793,766,27,3,3,0,
23/05/2020,75,11,Huanuco,629,607,22,7,7,0,
23/05/2020,60,9,Cajamarca,520,495,25,3,3,0,
23/05/2020,49,8,Moquegua,345,315,30,0,0,0,
23/05/2020,46,7,Amazonas,437,399,38,18,18,0,
23/05/2020,56,9,Ayacucho,498,479,19,3,3,0,
23/05/2020,53,8,Huancavelica,306,289,17,1,1,0,
23/05/2020,58,9,Pasco,288,276,12,8,6,2,
23/05/2020,56,9,Tacna,291,279,12,4,4,0,
23/05/2020,67,10,Madre de Dios,304,270,34,6,6,0,
23/05/2020,47,7,Puno,247,232,15,6,1,5,
23/05/2020,51,8,Apurimac,122,119,3,0,0,0,
24/05/2020,80,12,Lima,75716,74037,1679,1235,1208,27,
24/05/2020,71,11,Callao,8558,8125,433,194,192,2,
24/05/2020,71,11,Lambayeque,6075,5836,239,566,542,24,
24/05/2020,71,11,Piura,4219,3812,407,429,426,3,
24/05/2020,45,7,Ucayali,2941,2775,166,104,104,0,
24/05/2020,71,11,La Libertad,3023,2793,230,93,93,0,
24/05/2020,71,11,Ancash,2832,2722,110,209,208,1,
24/05/2020,77,12,Arequipa,2501,2373,128,25,25,0,
24/05/2020,75,11,Ica,2153,1863,290,169,151,18,
24/05/2020,69,10,Loreto,3391,3293,98,276,273,3,
24/05/2020,66,10,Junin,1438,1375,63,14,14,0,
24/05/2020,62,9,Tumbes,1032,1032,0,68,65,3,
24/05/2020,73,11,Cusco,856,793,63,3,3,0,
24/05/2020,63,10,San Martin,957,938,19,14,13,1,
24/05/2020,76,11,Huanuco,676,629,47,7,7,0,
24/05/2020,61,9,Cajamarca,557,520,37,3,3,0,
24/05/2020,50,8,Moquegua,352,345,7,1,0,1,
24/05/2020,47,7,Amazonas,451,437,14,18,18,0,
24/05/2020,54,8,Huancavelica,345,306,39,1,1,0,
24/05/2020,59,9,Pasco,335,288,47,8,8,0,
24/05/2020,57,9,Ayacucho,537,498,39,3,3,0,
24/05/2020,68,10,Madre de Dios,325,304,21,6,6,0,
24/05/2020,57,9,Tacna,291,291,0,4,4,0,
24/05/2020,48,7,Puno,257,247,10,6,6,0,
24/05/2020,52,8,Apurimac,141,122,19,0,0,0,
