Fecha,DiaRegion,SemanaRegion,RegionPeru,Positivos,PositivosDiaAnt,PositivosNuevos,Decesos,DecesosDiaAnt,DecesosNuevos,Observaciones
6/03/2020,1,1,Lima,1,0,1,0,0,0,
7/03/2020,2,1,Lima,6,1,5,0,0,0,
8/03/2020,3,1,Lima,7,6,1,0,0,0,
9/03/2020,4,1,Lima,7,7,0,0,0,0,
9/03/2020,1,1,Arequipa,1,0,1,0,0,0,
10/03/2020,5,1,Lima,8,7,1,0,0,0,
10/03/2020,2,1,Arequipa,1,1,0,0,0,0,
10/03/2020,1,1,Huanuco,2,0,2,0,0,0,
11/03/2020,6,1,Lima,9,8,1,0,0,0,
11/03/2020,3,1,Arequipa,1,1,0,0,0,0,
11/03/2020,1,1,Ica,1,0,1,0,0,0,
11/03/2020,2,1,Huanuco,2,2,0,0,0,0,
12/03/2020,7,2,Lima,18,9,9,0,0,0,
12/03/2020,4,1,Arequipa,1,1,0,0,0,0,
12/03/2020,2,1,Ica,1,1,0,0,0,0,
12/03/2020,3,1,Huanuco,2,2,0,0,0,0,
13/03/2020,8,2,Lima,32,18,14,0,0,0,
13/03/2020,5,1,Arequipa,2,1,1,0,0,0,
13/03/2020,1,1,Cusco,1,0,1,0,0,0,
13/03/2020,3,1,Ica,1,1,0,0,0,0,
13/03/2020,4,1,Huanuco,2,2,0,0,0,0,
14/03/2020,9,2,Lima,37,32,5,0,0,0,
14/03/2020,6,1,Arequipa,2,2,0,0,0,0,
14/03/2020,2,1,Cusco,1,1,0,0,0,0,
14/03/2020,4,1,ica,1,1,0,0,0,0,
14/03/2020,5,1,Huanuco,2,2,0,0,0,0,
15/03/2020,10,2,Lima,58,37,21,0,0,0,
15/03/2020,1,1,Callao,2,0,2,0,0,0,
15/03/2020,1,1,Ancash,1,0,1,0,0,0,
15/03/2020,7,2,Arequipa,2,2,0,0,0,0,
15/03/2020,3,1,Cusco,1,1,0,0,0,0,
15/03/2020,6,1,Huanuco,2,2,0,0,0,0,
15/03/2020,5,1,Ica,1,1,0,0,0,0,
15/03/2020,1,1,La Libertad,1,0,1,0,0,0,
15/03/2020,1,1,Lambayeque,1,0,1,0,0,0,
15/03/2020,1,1,Piura,2,0,2,0,0,0,
16/03/2020,11,2,Lima,70,58,12,0,0,0,
16/03/2020,2,1,Callao,3,2,1,0,0,0,
16/03/2020,2,1,Ancash,1,1,0,0,0,0,
16/03/2020,8,2,Arequipa,2,2,0,0,0,0,
16/03/2020,4,1,Cusco,1,1,0,0,0,0,
16/03/2020,7,2,Huanuco,2,2,0,0,0,0,
16/03/2020,6,1,Ica,1,1,0,0,0,0,
16/03/2020,2,1,La Libertad,1,1,0,0,0,0,
16/03/2020,2,1,Lambayeque,3,1,2,0,0,0,
16/03/2020,2,1,Piura,2,2,0,0,0,0,
17/03/2020,12,2,Lima,96,70,26,0,0,0,
17/03/2020,3,1,Lambayeque,6,3,3,0,0,0,
17/03/2020,3,1,Callao,4,3,1,0,0,0,
17/03/2020,3,1,Piura,2,2,0,0,0,0,
17/03/2020,9,2,Arequipa,2,2,0,0,0,0,
17/03/2020,8,2,Huanuco,2,2,0,0,0,0,
17/03/2020,3,1,Ancash,1,1,0,0,0,0,
17/03/2020,5,1,Cusco,1,1,0,0,0,0,
17/03/2020,7,2,Ica,1,1,0,0,0,0,
17/03/2020,3,1,La Libertad,1,1,0,0,0,0,
17/03/2020,1,1,Loreto,1,0,1,0,0,0,
18/03/2020,13,2,Lima,111,96,15,0,0,0,
18/03/2020,2,1,Loreto,10,1,9,0,0,0,
18/03/2020,4,1,Lambayeque,6,6,0,0,0,0,
18/03/2020,4,1,Callao,5,4,1,0,0,0,
18/03/2020,4,1,Ancash,2,1,1,0,0,0,
18/03/2020,10,2,Arequipa,2,2,0,0,0,0,
18/03/2020,9,2,Huanuco,2,2,0,0,0,0,
18/03/2020,4,1,La Libertad,2,1,1,0,0,0,
18/03/2020,4,1,Piura,2,2,0,0,0,0,
18/03/2020,6,1,Cusco,1,1,0,0,0,0,
18/03/2020,8,2,Ica,1,1,0,0,0,0,
18/03/2020,1,1,Madre de Dios,1,0,1,0,0,0,
19/03/2020,14,3,Lima,193,111,82,3,0,3,
19/03/2020,5,1,Callao,5,5,0,0,0,0,
19/03/2020,5,1,Ancash,3,2,1,0,0,0,
19/03/2020,11,2,Arequipa,3,2,1,0,0,0,
19/03/2020,7,2,Cusco,4,1,3,0,0,0,
19/03/2020,10,2,Huanuco,2,2,0,0,0,0,
19/03/2020,9,2,Ica,1,1,0,0,0,0,
19/03/2020,5,1,La Libertad,2,2,0,0,0,0,
19/03/2020,5,1,Lambayeque,6,6,0,0,0,0,
19/03/2020,5,1,Piura,2,2,0,0,0,0,
19/03/2020,3,1,Loreto,11,10,1,0,0,0,
19/03/2020,2,1,Madre de Dios,1,1,0,0,0,0,
20/03/2020,15,3,Lima,212,193,19,4,3,1,
20/03/2020,4,1,Loreto,12,11,1,0,0,0,
20/03/2020,1,1,Junin,9,0,9,0,0,0,
20/03/2020,6,1,Lambayeque,6,6,0,0,0,0,
20/03/2020,6,1,Callao,5,5,0,0,0,0,
20/03/2020,6,1,Ancash,4,3,1,0,0,0,
20/03/2020,8,2,Cusco,4,4,0,0,0,0,
20/03/2020,12,2,Arequipa,3,3,0,0,0,0,
20/03/2020,11,2,Huanuco,2,2,0,0,0,0,
20/03/2020,6,1,La Libertad,2,2,0,0,0,0,
20/03/2020,6,1,Piura,2,2,0,0,0,0,
20/03/2020,10,2,Ica,1,1,0,0,0,0,
20/03/2020,3,1,Madre de Dios,1,1,0,0,0,0,
21/03/2020,16,3,Lima,241,212,29,4,4,0,
21/03/2020,7,2,Callao,6,5,1,0,0,0,
21/03/2020,7,2,Ancash,4,4,0,0,0,0,
21/03/2020,13,2,Arequipa,4,3,1,0,0,0,
21/03/2020,9,2,Cusco,4,4,0,0,0,0,
21/03/2020,12,2,Huanuco,2,2,0,0,0,0,
21/03/2020,2,1,Junin,10,9,1,0,0,0,
21/03/2020,11,2,Ica,1,1,0,0,0,0,
21/03/2020,7,2,La Libertad,5,2,3,0,0,0,
21/03/2020,7,2,Lambayeque,8,6,2,0,0,0,
21/03/2020,7,2,Piura,18,2,16,1,0,1,
21/03/2020,5,1,Loreto,14,12,2,0,0,0,
21/03/2020,4,1,Madre de Dios,1,1,0,0,0,0,
22/03/2020,17,3,Lima,278,241,37,4,4,0,
22/03/2020,8,2,Piura,19,18,1,1,1,0,
22/03/2020,6,1,Loreto,16,14,2,0,0,0,
22/03/2020,3,1,Junin,10,10,0,0,0,0,
22/03/2020,8,2,Lambayeque,8,8,0,0,0,0,
22/03/2020,14,3,Arequipa,7,4,3,0,0,0,
22/03/2020,8,2,Callao,6,6,0,0,0,0,
22/03/2020,8,2,La Libertad,5,5,0,0,0,0,
22/03/2020,8,2,Ancash,4,4,0,0,0,0,
22/03/2020,10,2,Cusco,4,4,0,0,0,0,
22/03/2020,13,2,Huanuco,4,2,2,0,0,0,
22/03/2020,12,2,Ica,1,1,0,0,0,0,
22/03/2020,5,1,Madre de Dios,1,1,0,0,0,0,
23/03/2020,18,3,Lima,307,278,29,4,4,0,
23/03/2020,9,2,Piura,19,19,0,1,1,0,
23/03/2020,7,2,Loreto,16,16,0,0,0,0,
23/03/2020,4,1,Junin,10,10,0,0,0,0,
23/03/2020,9,2,Lambayeque,8,8,0,0,0,0,
23/03/2020,9,2,Callao,8,6,2,0,0,0,
23/03/2020,15,3,Arequipa,7,7,0,0,0,0,
23/03/2020,11,2,Cusco,6,4,2,0,0,0,
23/03/2020,9,2,La Libertad,4,5,-1,0,0,0,
23/03/2020,9,2,Ancash,4,4,0,0,0,0,
23/03/2020,14,3,Huanuco,2,4,-2,0,0,0,
23/03/2020,13,2,Ica,2,1,1,0,0,0,
23/03/2020,6,1,Madre de Dios,1,1,0,0,0,0,
23/03/2020,1,1,San Martin,1,0,1,0,0,0,
24/03/2020,19,3,Lima,322,307,15,5,4,1,
24/03/2020,10,2,Piura,19,19,0,1,1,0,
24/03/2020,8,2,Loreto,16,16,0,0,0,0,
24/03/2020,5,1,Junin,10,10,0,0,0,0,
24/03/2020,16,3,Arequipa,9,7,2,0,0,0,
24/03/2020,10,2,Callao,8,8,0,0,0,0,
24/03/2020,10,2,Lambayeque,8,8,0,0,0,0,
24/03/2020,12,2,Cusco,6,6,0,0,0,0,
24/03/2020,10,2,La Libertad,5,4,1,1,0,1,
24/03/2020,10,2,Ancash,3,4,-1,0,0,0,
24/03/2020,1,1,Tumbes,4,0,4,0,0,0,
24/03/2020,15,3,Huanuco,2,2,0,0,0,0,
24/03/2020,14,3,Ica,2,2,0,0,0,0,
24/03/2020,7,2,Madre de Dios,1,1,0,0,0,0,
24/03/2020,2,1,San Martin,1,1,0,0,0,0,
25/03/2020,20,3,Lima,369,322,47,6,5,1,
25/03/2020,11,2,Piura,19,19,0,1,1,0,
25/03/2020,9,2,Loreto,18,16,2,0,0,0,
25/03/2020,6,1,Junin,11,10,1,0,0,0,
25/03/2020,17,3,Arequipa,10,9,1,0,0,0,
25/03/2020,11,2,Callao,10,8,2,0,0,0,
25/03/2020,11,2,Lambayeque,12,8,4,0,0,0,
25/03/2020,13,2,Cusco,10,6,4,1,0,1,
25/03/2020,11,2,La Libertad,6,5,1,1,1,0,
25/03/2020,11,2,Ancash,5,3,2,0,0,0,
25/03/2020,2,1,Tumbes,3,4,-1,0,0,0,
25/03/2020,16,3,Huanuco,2,2,0,0,0,0,
25/03/2020,15,3,Ica,2,2,0,0,0,0,
25/03/2020,8,2,Madre de Dios,1,1,0,0,0,0,
25/03/2020,3,1,San Martin,1,1,0,0,0,0,
25/03/2020,1,1,Cajamarca,1,0,1,0,0,0,
26/03/2020,21,4,Lima,453,369,84,6,6,0,
26/03/2020,12,2,Piura,20,19,1,1,1,0,
26/03/2020,10,2,Loreto,18,18,0,0,0,0,
26/03/2020,7,2,Junin,11,11,0,0,0,0,
26/03/2020,18,3,Arequipa,15,10,5,0,0,0,
26/03/2020,12,2,Callao,15,10,5,0,0,0,
26/03/2020,12,2,Lambayeque,12,12,0,0,0,0,
26/03/2020,14,3,Cusco,10,10,0,1,1,0,
26/03/2020,12,2,La Libertad,9,6,3,1,1,0,
26/03/2020,12,2,Ancash,6,5,1,0,0,0,
26/03/2020,3,1,Tumbes,3,3,0,0,0,0,
26/03/2020,17,3,Huanuco,2,2,0,0,0,0,
26/03/2020,16,3,Ica,3,2,1,0,0,0,
26/03/2020,9,2,Madre de Dios,1,1,0,0,0,0,
26/03/2020,4,1,San Martin,1,1,0,0,0,0,
26/03/2020,2,1,Cajamarca,1,1,0,0,0,0,
27/03/2020,22,4,Lima,494,453,41,7,6,1,
27/03/2020,11,2,Loreto,23,18,5,0,0,0,
27/03/2020,13,2,Piura,20,20,0,1,1,0,
27/03/2020,13,2,Callao,17,15,2,0,0,0,
27/03/2020,19,3,Arequipa,15,15,0,0,0,0,
27/03/2020,13,2,Lambayeque,13,12,1,0,0,0,
27/03/2020,8,2,Junin,12,11,1,0,0,0,
27/03/2020,15,3,Cusco,10,10,0,1,1,0,
27/03/2020,13,2,La Libertad,9,9,0,2,1,1,
27/03/2020,13,2,Ancash,6,6,0,0,0,0,
27/03/2020,4,1,Tumbes,5,3,2,0,0,0,
27/03/2020,18,3,Huanuco,4,2,2,0,0,0,
27/03/2020,17,3,Ica,3,3,0,0,0,0,
27/03/2020,10,2,Madre de Dios,1,1,0,0,0,0,
27/03/2020,5,1,San Martin,1,1,0,0,0,0,
27/03/2020,3,1,Cajamarca,1,1,0,0,0,0,
27/03/2020,1,1,Pasco,1,0,1,0,0,0,
28/03/2020,23,4,Lima,518,494,24,9,7,2,
28/03/2020,12,2,Loreto,27,23,4,0,0,0,
28/03/2020,14,3,Piura,20,20,0,1,1,0,
28/03/2020,14,3,Callao,18,17,1,1,0,1,
28/03/2020,20,3,Arequipa,15,15,0,0,0,0,
28/03/2020,14,3,Lambayeque,15,13,2,1,0,1,
28/03/2020,9,2,Junin,12,12,0,0,0,0,
28/03/2020,16,3,Cusco,11,10,1,2,1,1,
28/03/2020,14,3,La Libertad,10,9,1,2,2,0,
28/03/2020,14,3,Ancash,6,6,0,0,0,0,
28/03/2020,5,1,Tumbes,6,5,1,0,0,0,
28/03/2020,19,3,Huanuco,4,4,0,0,0,0,
28/03/2020,18,3,Ica,4,3,1,0,0,0,
28/03/2020,11,2,Madre de Dios,1,1,0,0,0,0,
28/03/2020,6,1,San Martin,2,1,1,0,0,0,
28/03/2020,4,1,Cajamarca,1,1,0,0,0,0,
28/03/2020,2,1,Pasco,1,1,0,0,0,0,
29/03/2020,24,4,Lima,639,518,121,10,9,1,
29/03/2020,13,2,Loreto,52,27,25,0,0,0,
29/03/2020,15,3,Callao,29,18,11,1,1,0,
29/03/2020,15,3,Lambayeque,22,15,7,1,1,0,
29/03/2020,15,3,Piura,21,20,1,1,1,0,
29/03/2020,17,3,Cusco,17,11,6,2,2,0,
29/03/2020,21,4,Arequipa,15,15,0,0,0,0,
29/03/2020,10,2,Junin,13,12,1,0,0,0,
29/03/2020,15,3,La Libertad,13,10,3,2,2,0,
29/03/2020,6,1,Tumbes,8,6,2,0,0,0,
29/03/2020,15,3,Ancash,6,6,0,1,0,1,
29/03/2020,19,3,Ica,5,4,1,0,0,0,
29/03/2020,20,3,Huanuco,4,4,0,0,0,0,
29/03/2020,7,2,San Martin,3,2,1,0,0,0,
29/03/2020,1,1,Ayacucho,1,0,1,0,0,0,
29/03/2020,5,1,Cajamarca,1,1,0,0,0,0,
29/03/2020,12,2,Madre de Dios,1,1,0,0,0,0,
29/03/2020,3,1,Pasco,1,1,0,0,0,0,
29/03/2020,1,1,Tacna,1,0,1,0,0,0,
30/03/2020,25,4,Lima,718,639,79,13,10,3,
30/03/2020,14,3,Loreto,53,52,1,2,0,2,
30/03/2020,16,3,Callao,24,29,-5,2,1,1,
30/03/2020,16,3,Lambayeque,22,22,0,1,1,0,
30/03/2020,16,3,Piura,21,21,0,1,1,0,
30/03/2020,18,3,Cusco,25,17,8,2,2,0,
30/03/2020,22,4,Arequipa,21,15,6,0,0,0,
30/03/2020,11,2,Junin,13,13,0,0,0,0,
30/03/2020,16,3,La Libertad,15,13,2,2,2,0,
30/03/2020,7,2,Tumbes,8,8,0,0,0,0,
30/03/2020,16,3,Ancash,11,6,5,1,1,0,
30/03/2020,20,3,Ica,5,5,0,0,0,0,
30/03/2020,21,4,Huanuco,4,4,0,0,0,0,
30/03/2020,8,2,San Martin,5,3,2,0,0,0,
30/03/2020,2,1,Ayacucho,1,1,0,0,0,0,
30/03/2020,6,1,Cajamarca,1,1,0,0,0,0,
30/03/2020,13,2,Madre de Dios,1,1,0,0,0,0,
30/03/2020,4,1,Pasco,1,1,0,0,0,0,
30/03/2020,2,1,Tacna,1,1,0,0,0,0,
31/03/2020,26,4,Lima,799,718,81,16,13,3,
31/03/2020,15,3,Loreto,58,53,5,2,2,0,
31/03/2020,17,3,Callao,25,24,1,3,2,1,
31/03/2020,17,3,Lambayeque,30,22,8,1,1,0,
31/03/2020,17,3,Piura,21,21,0,1,1,0,
31/03/2020,19,3,Cusco,26,25,1,2,2,0,
31/03/2020,23,4,Arequipa,26,21,5,0,0,0,
31/03/2020,12,2,Junin,17,13,4,0,0,0,
31/03/2020,17,3,La Libertad,19,15,4,2,2,0,
31/03/2020,8,2,Tumbes,10,8,2,1,0,1,
31/03/2020,17,3,Ancash,11,11,0,1,1,0,
31/03/2020,21,4,Ica,5,5,0,0,0,0,
31/03/2020,22,4,Huanuco,6,4,2,0,0,0,
31/03/2020,9,2,San Martin,6,5,1,1,0,1,
31/03/2020,3,1,Ayacucho,1,1,0,0,0,0,
31/03/2020,7,2,Cajamarca,1,1,0,0,0,0,
31/03/2020,14,3,Madre de Dios,1,1,0,0,0,0,
31/03/2020,5,1,Pasco,1,1,0,0,0,0,
31/03/2020,3,1,Tacna,2,1,1,0,0,0,
1/04/2020,27,4,Lima,990,799,191,28,16,12,
1/04/2020,16,3,Loreto,66,58,8,2,2,0,
1/04/2020,18,3,Callao,37,25,12,4,3,1,
1/04/2020,18,3,Lambayeque,34,30,4,3,1,2,
1/04/2020,18,3,Piura,26,21,5,1,1,0,
1/04/2020,20,3,Cusco,34,26,8,2,2,0,
1/04/2020,24,4,Arequipa,30,26,4,1,0,1,
1/04/2020,13,2,Junin,17,17,0,0,0,0,
1/04/2020,18,3,La Libertad,32,19,13,3,2,1,
1/04/2020,9,2,Tumbes,13,10,3,1,1,0,
1/04/2020,18,3,Ancash,15,11,4,1,1,0,
1/04/2020,22,4,Ica,8,5,3,0,0,0,
1/04/2020,23,4,Huanuco,6,6,0,0,0,0,
1/04/2020,10,2,San Martin,6,6,0,1,1,0,
1/04/2020,4,1,Ayacucho,1,1,0,0,0,0,
1/04/2020,8,2,Cajamarca,2,1,1,0,0,0,
1/04/2020,15,3,Madre de Dios,1,1,0,0,0,0,
1/04/2020,6,1,Pasco,1,1,0,0,0,0,
1/04/2020,4,1,Tacna,3,2,1,0,0,0,
1/04/2020,1,1,Huancavelica,1,0,1,0,0,0,
2/04/2020,28,5,Lima,1059,990,69,33,28,5,
2/04/2020,17,3,Loreto,72,66,6,2,2,0,
2/04/2020,19,3,Callao,40,37,3,5,4,1,
2/04/2020,19,3,Lambayeque,37,34,3,3,3,0,
2/04/2020,19,3,Piura,27,26,1,1,1,0,
2/04/2020,21,4,Cusco,38,34,4,2,2,0,
2/04/2020,25,4,Arequipa,30,30,0,1,1,0,
2/04/2020,14,3,Junin,17,17,0,1,0,1,
2/04/2020,19,3,La Libertad,34,32,2,3,3,0,
2/04/2020,10,2,Tumbes,15,13,2,2,1,1,
2/04/2020,19,3,Ancash,15,15,0,1,1,0,
2/04/2020,23,4,Ica,8,8,0,0,0,0,
2/04/2020,24,4,Huanuco,6,6,0,0,0,0,
2/04/2020,11,2,San Martin,6,6,0,1,1,0,
2/04/2020,5,1,Ayacucho,1,1,0,0,0,0,
2/04/2020,9,2,Cajamarca,3,2,1,0,0,0,
2/04/2020,16,3,Madre de Dios,1,1,0,0,0,0,
2/04/2020,7,2,Pasco,1,1,0,0,0,0,
2/04/2020,5,1,Tacna,3,3,0,0,0,0,
2/04/2020,2,1,Huancavelica,1,1,0,0,0,0,
3/04/2020,29,5,Lima,1179,1059,120,39,33,6,
3/04/2020,18,3,Loreto,84,72,12,2,2,0,
3/04/2020,20,3,Lambayeque,35,37,-2,3,3,0,
3/04/2020,20,3,Callao,59,40,19,5,5,0,
3/04/2020,22,4,Cusco,44,38,6,3,2,1,
3/04/2020,26,4,Arequipa,37,30,7,1,1,0,
3/04/2020,20,3,La Libertad,44,34,10,4,3,1,
3/04/2020,20,3,Piura,27,27,0,1,1,0,
3/04/2020,11,2,Tumbes,16,15,1,2,2,0,
3/04/2020,15,3,Junin,19,17,2,1,1,0,
3/04/2020,20,3,Ancash,18,15,3,1,1,0,
3/04/2020,24,4,Ica,8,8,0,0,0,0,
3/04/2020,6,1,Tacna,3,3,0,0,0,0,
3/04/2020,12,2,San Martin,6,6,0,1,1,0,
3/04/2020,25,4,Huanuco,6,6,0,0,0,0,
3/04/2020,10,2,Cajamarca,4,3,1,0,0,0,
3/04/2020,6,1,Ayacucho,1,1,0,0,0,0,
3/04/2020,8,2,Pasco,1,1,0,0,0,0,
3/04/2020,17,3,Madre de Dios,2,1,1,0,0,0,
3/04/2020,3,1,Huancavelica,1,1,0,0,0,0,
3/04/2020,1,1,Apurimac,1,0,1,0,0,0,
4/04/2020,30,5,Lima,1257,1179,78,46,39,7,
4/04/2020,21,4,Callao,64,59,5,5,5,0,
4/04/2020,21,4,Ancash,18,18,0,1,1,0,
4/04/2020,27,4,Arequipa,37,37,0,2,1,1,
4/04/2020,23,4,Cusco,48,44,4,3,3,0,
4/04/2020,26,4,Huanuco,6,6,0,0,0,0,
4/04/2020,16,3,Junin,25,19,6,1,1,0,
4/04/2020,25,4,Ica,9,8,1,1,0,1,
4/04/2020,21,4,La Libertad,50,44,6,4,4,0,
4/04/2020,21,4,Lambayeque,55,35,20,3,3,0,
4/04/2020,21,4,Piura,27,27,0,1,1,0,
4/04/2020,19,3,Loreto,106,84,22,2,2,0,
4/04/2020,18,3,Madre de Dios,2,2,0,0,0,0,
4/04/2020,13,2,San Martin,8,6,2,1,1,0,
4/04/2020,4,1,Huancavelica,1,1,0,0,0,0,
4/04/2020,12,2,Tumbes,20,16,4,3,2,1,
4/04/2020,11,2,Cajamarca,6,4,2,0,0,0,
4/04/2020,9,2,Pasco,2,1,1,0,0,0,
4/04/2020,2,1,Apurimac,1,1,0,0,0,0,
4/04/2020,7,2,Tacna,3,3,0,0,0,0,
4/04/2020,7,2,Ayacucho,1,1,0,0,0,0,
5/04/2020,31,5,Lima,1639,1257,382,51,46,5,
5/04/2020,20,3,Loreto,143,106,37,2,2,0,
5/04/2020,22,4,Lambayeque,100,55,45,3,3,0,
5/04/2020,22,4,Callao,89,64,25,8,5,3,
5/04/2020,24,4,Cusco,52,48,4,3,3,0,
5/04/2020,28,5,Arequipa,51,37,14,3,2,1,
5/04/2020,22,4,La Libertad,50,50,0,4,4,0,
5/04/2020,22,4,Piura,29,27,2,1,1,0,
5/04/2020,13,2,Tumbes,26,20,6,3,3,0,
5/04/2020,17,3,Junin,25,25,0,1,1,0,
5/04/2020,22,4,Ancash,23,18,5,1,1,0,
5/04/2020,26,4,Ica,14,9,5,1,1,0,
5/04/2020,8,2,Tacna,9,3,6,0,0,0,
5/04/2020,14,3,San Martin,8,8,0,1,1,0,
5/04/2020,27,4,Huanuco,6,6,0,0,0,0,
5/04/2020,12,2,Cajamarca,6,6,0,0,0,0,
5/04/2020,8,2,Ayacucho,3,1,2,0,0,0,
5/04/2020,10,2,Pasco,3,2,1,0,0,0,
5/04/2020,19,3,Madre de Dios,2,2,0,0,0,0,
5/04/2020,5,1,Huancavelica,1,1,0,1,0,1,
5/04/2020,3,1,Apurimac,1,1,0,0,0,0,
5/04/2020,1,1,Moquegua,1,0,1,0,0,0,
6/04/2020,32,5,Lima,1837,1639,198,58,51,7,
6/04/2020,21,4,Loreto,171,143,28,2,2,0,
6/04/2020,23,4,Callao,109,89,20,8,8,0,
6/04/2020,23,4,Lambayeque,100,100,0,3,3,0,
6/04/2020,29,5,Arequipa,60,51,9,4,3,1,
6/04/2020,23,4,La Libertad,56,50,6,5,4,1,
6/04/2020,25,4,Cusco,54,52,2,3,3,0,
6/04/2020,23,4,Piura,30,29,1,1,1,0,
6/04/2020,18,3,Junin,28,25,3,1,1,0,
6/04/2020,23,4,Ancash,27,23,4,1,1,0,
6/04/2020,14,3,Tumbes,26,26,0,3,3,0,
6/04/2020,27,4,Ica,18,14,4,1,1,0,
6/04/2020,9,2,Tacna,9,9,0,0,0,0,
6/04/2020,15,3,San Martin,8,8,0,1,1,0,
6/04/2020,28,5,Huanuco,6,6,0,0,0,0,
6/04/2020,13,2,Cajamarca,6,6,0,0,0,0,
6/04/2020,9,2,Ayacucho,5,3,2,0,0,0,
6/04/2020,11,2,Pasco,5,3,2,0,0,0,
6/04/2020,20,3,Madre de Dios,2,2,0,0,0,0,
6/04/2020,6,1,Huancavelica,2,1,1,1,1,0,
6/04/2020,4,1,Apurimac,1,1,0,0,0,0,
6/04/2020,2,1,Moquegua,1,1,0,0,0,0,
7/04/2020,33,5,Lima,2459,1837,622,65,58,7,Se registraron 2100 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,22,4,Loreto,238,171,67,3,2,1,Se registraron 206 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,24,4,Callao,222,109,113,10,8,2,Se registraron 161 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,24,4,Lambayeque,161,100,61,4,3,1,Se registraron 108 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,30,5,Arequipa,69,60,9,4,4,0,Se registraron 66 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,24,4,La Libertad,67,56,11,5,5,0,Se registraron 58 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,26,4,Cusco,54,54,0,3,3,0,Se registraron 54 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,24,4,Piura,37,30,7,3,1,2,Se registraron 35 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,19,3,Junin,33,28,5,1,1,0,Se registraron 28 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,24,4,Ancash,41,27,14,1,1,0,Se registraron 36 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,15,3,Tumbes,27,26,1,4,3,1,Se registraron 27 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,28,5,Ica,25,18,7,2,1,1,Se registraron 24 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,10,2,Tacna,9,9,0,0,0,0,Se registraron 9 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,16,3,San Martin,9,8,1,1,1,0,Se registraron 8 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,29,5,Huanuco,6,6,0,0,0,0,Se registraron 6 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,14,3,Cajamarca,7,6,1,0,0,0,Se registraron 6 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,10,2,Ayacucho,5,5,0,0,0,0,Se registraron 5 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,12,2,Pasco,5,5,0,0,0,0,Se registraron 5 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,7,2,Huancavelica,7,2,5,1,1,0,Se registraron 7 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,21,4,Madre de Dios,2,2,0,0,0,0,Se registraron 2 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,3,1,Moquegua,1,1,0,0,0,0,Se registró 1 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,5,1,Apurimac,1,1,0,0,0,0,Se registró 1 pruebas moleculares . No hubo reporte totalizado. Prorrateo
7/04/2020,1,1,Puno,1,0,1,0,0,0,Se registró 1 pruebas moleculares . No hubo reporte totalizado. Prorrateo
8/04/2020,34,5,Lima,3016,2459,557,72,65,7,
8/04/2020,25,4,Callao,320,222,98,13,10,3,
8/04/2020,23,4,Loreto,290,238,52,4,3,1,
8/04/2020,25,4,Lambayeque,246,161,85,5,4,1,
8/04/2020,25,4,La Libertad,82,67,15,5,5,0,
8/04/2020,31,5,Arequipa,74,69,5,4,4,0,
8/04/2020,27,4,Cusco,54,54,0,3,3,0,
8/04/2020,25,4,Ancash,50,41,9,3,1,2,
8/04/2020,25,4,Piura,41,37,4,3,3,0,
8/04/2020,20,3,Junin,42,33,9,1,1,0,
8/04/2020,29,5,Ica,28,25,3,2,2,0,
8/04/2020,16,3,Tumbes,27,27,0,4,4,0,
8/04/2020,17,3,San Martin,11,9,2,1,1,0,
8/04/2020,15,3,Cajamarca,10,7,3,0,0,0,
8/04/2020,1,1,Amazonas,11,0,11,0,0,0,
8/04/2020,11,2,Tacna,9,9,0,0,0,0,
8/04/2020,30,5,Huanuco,7,6,1,0,0,0,
8/04/2020,8,2,Huancavelica,7,7,0,1,1,0,
8/04/2020,11,2,Ayacucho,5,5,0,0,0,0,
8/04/2020,13,2,Pasco,5,5,0,0,0,0,
8/04/2020,22,4,Madre de Dios,2,2,0,0,0,0,
8/04/2020,4,1,Moquegua,3,1,2,0,0,0,
8/04/2020,6,1,Apurimac,1,1,0,0,0,0,
8/04/2020,2,1,Puno,1,1,0,0,0,0,
